cam,dtnt,BB,BO,TO,TB,TS,SB,Top.Roughness,Dist.FW,FPAR,Elevation,isothermal,Veg,Land.Use,Soil.Class
68_3,6.5,0,0,0,0,0,1,31,13304.15527,0.310101897,136.1847839,0.509547114,Shurbland,Reserve,4
69_1,1.9,0,0,0,0,0,3,53,2214.729248,0.293099791,18.72649956,0.515510798,Woodland,Reserve,4
7_1,8.6,0,0,0,0,0,1,141,6205.012207,0.253053308,354.7742004,0.519881785,Woodland,ModifiedNative,4
7_2,8.4,0,0,0,0,0,0,73,7014.97168,0.303475231,380.0357971,0.519158125,Woodland,Reserve,4
70_1,2.8,1,0,0,0,0,2,29,11761.66504,0.252968878,47.18058777,0.509680629,TallEuc,Reserve,4
70_2,8.7,1,0,0,0,0,0,54,16613.60547,0.245512456,120.331543,0.498258561,TallEuc,Reserve,4
73_1,2.6,7,0,0,0,0,6,53,6524.564941,0.166523278,194.9189301,0.501369238,Human/Other,Plantation,8
73_2,3.3,1,0,0,2,0,6,15,7199.668457,0.18744044,185.3012085,0.503834665,Human/Other,Plantation,8
73_3,2.5,1,0,0,0,0,5,24,5853.764648,0.181400627,160.0085144,0.502837658,Woodland,Reserve,8
74_1,3.6,0,0,0,0,0,1,81,10527.99707,0.259472787,367.0566711,0.493940234,Woodland,Reserve,8
74_2,3.7,0,0,0,0,0,1,119,9266.078125,0.190714389,510.9207458,0.481256038,Human/Other,Reserve,4
74_3,3.2,2,0,0,3,0,0,36,8327.804688,0.168034583,200.5357819,0.500661016,Human/Other,Plantation,8
75_1,7.4,1,0,0,0,0,0,16,7290.826172,0.314478606,136.9132843,0.504574597,Shurbland,ModifiedNative,8
75_2,6.9,1,0,0,0,0,0,22,8068.505859,0.29236728,125.8425751,0.504081249,Woodland,Reserve,8
75_3,7.5,0,0,0,0,0,0,70,10587.7959,0.327576518,118.8628159,0.500582099,Woodland,Reserve,8
75_4,6.1,5,0,0,1,0,1,21,4254.129883,0.297314972,79.63928986,0.499458224,Woodland,Reserve,8
75_5,3.6,3,0,0,0,0,0,43,2786.023193,0.313625365,184.6991882,0.496997863,Woodland,Reserve,4
75_6,5,1,0,0,1,0,0,18,665.6898804,0.270082563,102.1034851,0.501310408,Human/Other,Reserve,8
76_1,5.9,0,0,0,5,0,0,20,504.3891907,0.31074363,16.8295517,0.509973526,Human/Other,Farming,13
76_2,5.4,0,0,0,2,0,7,20,504.3891907,0.31074363,16.8295517,0.509973526,Human/Other,Farming,13
76_3,6.8,0,0,0,12,0,2,7,344.2875366,0.279230207,16.73282051,0.509884596,Rainforest,Reserve,6
8_1,7.8,0,0,12,4,0,4,106,3812.029785,0.222198784,550.4943237,0.510329843,TallEuc,ModifiedNative,4
9_1,6.4,0,0,0,0,0,1,41,2254.295898,0.294859201,606.8532104,0.505111635,TallEuc,Reserve,4
9_2,6.3,0,0,0,4,0,0,53,2460.681641,0.335790932,596.0835571,0.506855071,TallEuc,Reserve,4
9_3,7.4,0,0,0,0,0,1,113,3460.772705,0.200992212,603.0661621,0.508375227,TallEuc,Reserve,4
AF-N1,8.2,0,0,0,1,0,0,41,7614.365234,0.269055694,380.8874207,0.526690066,TallEuc,ModifiedNative,9
AF-N1_S4-5,8.2,0,0,0,0,0,0,41,7614.365234,0.269055694,380.8874207,0.526690066,TallEuc,ModifiedNative,9
AF-N3_S4-7,20.7,0,0,0,1,0,1,178,1057.420044,0.17227228,409.4212952,0.510268331,Woodland,Reserve,13
AF-N5,20.7,0,0,0,1,0,0,90,518.8414307,0.309708744,426.0127869,0.511937201,Woodland,ModifiedNative,13
AF-S1-C1_S2-7,19.5,0,0,0,5,0,1,52,7289.354004,0.288984418,606.5963745,0.497394383,TallEuc,Reserve,9
AF-S1-C2_S2-5,18.6,3,0,0,3,0,0,18,7492.783203,0.243080273,530.3099365,0.503120422,Grassland,Reserve,9
AF-S1-C3,14.5,0,16,0,37,0,9,42,11316.34863,0.240384534,501.1775818,0.504586756,Shurbland,Reserve,9
AF-S1-C3_S2-3,14.5,0,2,0,3,0,0,42,11316.34863,0.240384534,501.1775818,0.504586756,Shurbland,Reserve,9
AF-S1-C4,12.5,0,0,0,27,0,10,61,13011.9834,0.223497748,577.4394531,0.499311686,Rainforest,Reserve,13
AF-S1-C5_S2-6,14.8,0,0,27,3,0,18,45,13500.94141,0.208963528,551.979126,0.504925907,Rainforest,Reserve,13
AF-S10-C1,6.7,17,0,0,3,0,25,10,7874.263184,0.18185164,374.8554382,0.529052377,TallEuc,ModifiedNative,4
AF-S10-C2,8.2,2,0,0,2,0,35,41,7614.365234,0.269055694,380.8874207,0.526690066,TallEuc,ModifiedNative,9
AF-S10-C3,9.5,0,0,0,2,0,18,40,8104.450684,0.233315453,378.5740662,0.527972341,Human/Other,Plantation,4
AF-S10-C3_S1-3,9.5,0,0,0,2,0,4,40,8104.450684,0.233315453,378.5740662,0.527972341,Human/Other,Plantation,4
AF-S10-C4,9.8,0,0,0,2,0,9,24,10075.91992,0.192805693,380.136322,0.531270564,TallEuc,ModifiedNative,13
AF-S10-C4_S1-2,9.8,0,0,0,0,0,13,24,10075.91992,0.192805693,380.136322,0.531270564,TallEuc,ModifiedNative,13
AF-S10-C5,10.2,8,0,0,1,0,20,150,10720.58984,0.212832987,391.4113159,0.530344188,TallEuc,Reserve,4
AF-S10-C5_S1-3,10.2,0,0,1,2,0,27,150,10720.58984,0.212832987,391.4113159,0.530344188,TallEuc,Reserve,4
AF-S2-C1,23.5,12,0,0,9,0,6,100,2349.188232,0.176252857,458.1124878,0.504606605,Woodland,ModifiedNative,13
AF-S2-C3,23.3,0,0,0,10,0,16,74,1494.121948,0.187649027,480.2694092,0.507803917,Woodland,ModifiedNative,13
AF-S2-C4_S3-5,23.2,0,0,0,9,0,12,74,1494.121948,0.187649027,480.2694092,0.507803917,Woodland,ModifiedNative,13
AF-S2-C5,22.1,0,0,0,10,0,35,3,241.5083923,0.430607915,351.9451294,0.514705896,Woodland,Reserve,9
AF-S2-C5_S1-2,22.1,0,0,0,0,0,2,3,241.5083923,0.430607915,351.9451294,0.514705896,Woodland,Reserve,9
AF-S3-C1,20,0,0,0,5,0,5,152,341.5297852,0.3571693,384.9744568,0.513179362,Rainforest,ModifiedNative,9
AF-S3-C2,19.5,0,0,0,13,0,3,65,502.811615,0.335882485,331.8041077,0.514942229,Woodland,Reserve,9
AF-S3-C3,19.9,0,0,0,10,0,11,93,1241.170288,0.232307389,411.1308594,0.50920862,TallEuc,ModifiedNative,13
AF-S3-C4,20.1,0,0,0,4,0,5,104,788.1172485,0.149858862,397.2382507,0.508127868,Rainforest,ModifiedNative,13
AF-S3-C4_S1-2,20.1,0,0,0,4,0,7,104,788.1172485,0.149858862,397.2382507,0.508127868,Rainforest,ModifiedNative,13
AF-S4-C1,19.5,1,0,1,39,3,0,105,2188.064697,0.170007452,546.7844849,0.499860018,TallEuc,Reserve,13
AF-S4-C1_S1-2,19.5,0,0,0,14,1,0,105,2188.064697,0.170007452,546.7844849,0.499860018,TallEuc,Reserve,13
AF-S4-C2_S4-8,19.9,8,0,0,4,0,2,123,1308.325928,0.154545262,468.4029541,0.511664867,Rainforest,Reserve,13
AF-S4-C3,19.4,3,0,0,24,0,1,123,1308.325928,0.154545262,468.4029541,0.511664867,Rainforest,Reserve,13
AF-S4-C4,19.8,1,0,0,0,0,1,94,1117.043213,0.177496776,445.7266846,0.514510334,TallEuc,Reserve,13
AF-S4-C4_S3-4,19.9,1,0,0,4,0,0,94,1117.043213,0.177496776,445.7266846,0.514510334,TallEuc,Reserve,13
AF-S4-C5_S3-7,19.9,0,0,0,13,0,3,105,670.9887085,0.292889774,372.8919678,0.512554586,Rainforest,Reserve,9
AF-S5-C1,20.6,1,0,0,9,0,30,19,1021.217224,0.256446928,443.2453613,0.513589859,Grassland,Reserve,9
AF-S5-C1_S1-2,20.6,0,0,0,4,0,5,19,1021.217224,0.256446928,443.2453613,0.513589859,Grassland,Reserve,9
AF-S5-C2,20.4,0,0,0,4,0,14,25,1838.712402,0.268874556,380.6152344,0.515265107,Woodland,Reserve,9
AF-S5-C2_S1-2,20.5,0,0,0,2,0,6,19,1021.217224,0.256446928,443.2453613,0.513589859,Grassland,Reserve,9
AF-S5-C3,19.9,15,0,0,17,0,11,65,584.9790649,0.348110914,474.4318542,0.512389243,Woodland,Reserve,13
AF-S5-C4_S1-2,19.7,1,0,0,2,0,5,25,1838.712402,0.268874556,380.6152344,0.515265107,Woodland,Reserve,9
AF-S5-C4_S4-7,19.7,0,0,0,1,0,14,25,1838.712402,0.268874556,380.6152344,0.515265107,Woodland,Reserve,9
AF-S5-C5_S1-2,19.4,2,0,0,1,0,11,11,1846.135254,0.307963639,400.8944397,0.514112175,Woodland,Reserve,9
AF-S5-C5_S3-5,19.4,4,0,0,1,0,29,11,1846.135254,0.307963639,400.8944397,0.514112175,Woodland,Reserve,9
AF-S6-C1,20.3,0,0,0,0,0,2,25,1838.712402,0.268874556,380.6152344,0.515265107,Woodland,Reserve,9
AF-S6-C1_S1-3,19.3,0,0,0,1,4,5,17,2126.302734,0.284507424,430.8692627,0.512889385,Woodland,Reserve,9
AF-S6-C1_S4-5,19.3,0,0,0,0,1,1,17,2126.302734,0.284507424,430.8692627,0.512889385,Woodland,Reserve,9
AF-S6-C2_S1-2,19.1,0,0,0,2,2,9,37,1387.409668,0.229685843,416.3214111,0.512033045,Woodland,Reserve,9
AF-S6-C2_S4-6,19.1,0,0,0,1,2,25,37,1387.409668,0.229685843,416.3214111,0.512033045,Woodland,Reserve,9
AF-S6-C3,18.7,0,0,4,1,1,23,17,2122.824219,0.335338026,453.5647888,0.508812368,Shurbland,Reserve,9
AF-S6-C4,19,0,0,2,1,8,36,17,2122.824219,0.335338026,453.5647888,0.508812368,Shurbland,Reserve,9
AF-S6-C5,19.7,0,0,1,6,5,31,17,2122.824219,0.335338026,453.5647888,0.508812368,Shurbland,Reserve,9
AF-S7-C3,18.5,25,0,0,20,0,24,42,867.3266602,0.215202615,333.2348022,0.51100111,Woodland,ModifiedNative,13
AF-S7-C4,18,7,0,30,25,0,24,59,815.8014526,0.20989278,353.1426086,0.508808315,Woodland,ModifiedNative,13
AF-S7-C5,18.4,3,0,21,16,0,19,63,1173.145264,0.219052628,351.6364746,0.508633435,Woodland,Reserve,13
AF-S8-C1,4.8,1,0,2,2,0,34,37,5208.280273,0.180775687,493.8327332,0.515020907,TallEuc,ModifiedNative,9
AF-S8-C2,4.8,0,0,4,3,0,34,37,5208.280273,0.180775687,493.8327332,0.515020907,TallEuc,ModifiedNative,9
AF-S8-C3,7.8,0,0,3,1,0,13,11,5214.62207,0.204956755,399.5173645,0.521844685,TallEuc,ModifiedNative,4
AF-S8-C4_S1-2,7.1,2,0,5,0,0,1,28,4384.111816,0.181985021,389.3995056,0.522313058,TallEuc,ModifiedNative,4
AF-S8-C4_S3-7,7.1,0,0,13,11,4,14,28,4384.111816,0.181985021,389.3995056,0.522313058,TallEuc,ModifiedNative,4
AF-S8-C5,7.3,0,0,6,8,2,12,87,3887.07251,0.23981607,504.4754028,0.517099559,TallEuc,ModifiedNative,4
AF-S8-C5_S1-3,7.3,3,0,3,1,1,0,87,3887.07251,0.23981607,504.4754028,0.517099559,TallEuc,ModifiedNative,4
AF-S9-C1,3.4,0,0,0,1,0,23,23,6440.382813,0.191191211,377.3234253,0.52674377,TallEuc,ModifiedNative,9
AF-S9-C2,4.4,0,0,0,0,0,48,33,5617.165527,0.177641407,460.7618713,0.523391068,TallEuc,ModifiedNative,9
AF-S9-C2_S1-2,4.5,0,0,0,0,0,12,33,5617.165527,0.177641407,460.7618713,0.523391068,TallEuc,ModifiedNative,9
AF-S9-C3,5.7,0,0,0,0,0,22,95,3761.542969,0.227915108,697.746582,0.49850136,TallEuc,Reserve,9
AF-S9-C3_S1-3,5.7,0,0,0,0,1,14,95,3761.542969,0.227915108,697.746582,0.49850136,TallEuc,Reserve,9
AF-S9-C4,3.9,0,1,0,37,0,38,34,6754.221191,0.26387316,378.3045349,0.527499139,TallEuc,ModifiedNative,4
AF-S9-C4_S1-3,3.8,0,0,0,1,6,26,34,6754.221191,0.26387316,378.3045349,0.527499139,TallEuc,ModifiedNative,4
AF-S9-C5_S1-2,5,0,0,0,16,0,3,25,7713.381836,0.226363927,374.1257324,0.528360844,TallEuc,ModifiedNative,13
AF-S9-C5_S4-7,5,0,0,0,21,0,3,25,7713.381836,0.226363927,374.1257324,0.528360844,TallEuc,ModifiedNative,13
BF-N2,4.2,0,0,0,0,0,2,5,2798.185303,0.248773426,50.73917007,0.497979075,Human/Other,Farming,9
BF-S1-C1,10.1,6,0,0,26,0,0,11,4277.53418,0.209495991,151.5439911,0.506670952,Rainforest,Reserve,13
BF-S1-C2,2.3,2,0,0,5,0,3,41,3534.091797,0.228371844,56.07215881,0.516551435,Rainforest,Reserve,13
BF-S1-C4,0.8,0,0,0,0,0,2,120,4917.959961,0.193473518,91.83826447,0.514773905,Rainforest,Reserve,11
BF-S1-C5_S1-2,3.6,9,0,0,0,0,1,83,7305.694336,0.257317364,214.0110779,0.505287647,Rainforest,Reserve,11
BF-S10-C1,2.6,19,3,20,2,0,0,9,9156.539063,0.186868176,70.51332092,0.513504803,TallEuc,ModifiedNative,4
BF-S10-C2_S1-2,3.3,6,0,0,1,3,28,22,923.5252075,0.186138898,63.48921204,0.504729748,TallEuc,Reserve,4
BF-S10-C3,7.2,0,0,0,53,0,7,16,10027.23633,0.199789688,57.25224686,0.514986098,Rainforest,ModifiedNative,6
BF-S10-C4,1.3,4,0,0,0,2,15,16,6575.981934,0.181639344,63.99750519,0.511393249,TallEuc,ModifiedNative,4
BF-S10-C5_S1-2,3.9,0,5,0,6,0,16,14,5954.489746,0.180999607,75.90254211,0.508601785,TallEuc,ModifiedNative,4
BF-S2-C1,5.2,1,0,0,3,0,3,65,5167.836914,0.174936965,182.4144592,0.5078125,Rainforest,Reserve,13
BF-S2-C2_S1-3,9.1,5,0,0,0,0,20,79,8250.330078,0.274555027,215.7932739,0.507119417,Grassland,Reserve,4
BF-S2-C3,9.3,29,0,0,3,0,34,18,8583.746094,0.297029048,236.8909912,0.505926609,Grassland,Reserve,13
BF-S2-C4,7.2,0,0,0,2,0,13,151,8808.151367,0.17854172,205.2856445,0.505028725,Rainforest,Reserve,13
BF-S2-C5_S1-3,1.1,34,0,0,5,0,20,131,3226.762207,0.210181892,262.682251,0.505307198,Rainforest,Reserve,13
BF-S3-C1,15.6,0,0,0,15,0,1,19,18938.62891,0.226833731,154.6795959,0.499666214,Shurbland,Reserve,9
BF-S3-C2,15.3,0,0,0,8,0,1,7,19007.08203,0.284998268,176.2429199,0.500166655,Grassland,Reserve,9
BF-S3-C3,17.4,0,0,0,5,0,1,30,17918.74414,0.312602758,201.1846771,0.499002665,Grassland,Reserve,9
BF-S3-C4,19.9,0,0,0,1,0,2,21,18087.77148,0.251634091,239.5259552,0.496292621,Woodland,Reserve,13
BF-S3-C4_S1,20.2,0,0,0,0,0,2,21,18087.77148,0.251634091,239.5259552,0.496292621,Woodland,Reserve,13
BF-S3-C5,25.9,1,0,0,0,0,14,20,16302.04102,0.272503227,230.9961395,0.503132403,Shurbland,Reserve,13
BF-S4-C1,21.8,5,0,0,30,0,0,34,17482.44727,0.184340402,268.3177185,0.500373185,Rainforest,Reserve,13
BF-S4-C2,22.9,3,0,0,19,0,0,47,15166.63184,0.220098838,277.6502991,0.498773724,Woodland,Reserve,13
BF-S4-C3,22.4,14,0,0,52,0,0,31,16227.66797,0.244742632,258.2950134,0.498398453,Shurbland,Reserve,13
BF-S4-C4,12.5,0,0,0,22,0,2,24,3777.142822,0.21125105,192.0119324,0.503308117,TallEuc,ModifiedNative,13
BF-S4-C5,14.5,7,0,0,11,0,9,23,1170.411499,0.273861617,228.7587128,0.501520872,Grassland,Reserve,13
BF-S5-C1,4.2,3,0,0,1,0,0,11,4275.805664,0.218147919,24.68067932,0.504435122,Shurbland,Reserve,10
BF-S5-C2,2.4,0,0,0,4,0,7,10,1987.091919,0.232699022,44.60702133,0.501529038,Shurbland,Reserve,10
BF-S5-C3,6.2,3,0,0,2,0,12,16,5126.751953,0.279127747,57.31272125,0.495506823,Woodland,Reserve,9
BF-S5-C4_S1,4.9,1,0,0,2,0,8,26,2320.092285,0.231587276,58.9066124,0.503349245,Rainforest,ModifiedNative,6
BF-S5-C5,3.5,2,0,0,3,0,5,57,11346.63965,0.251134485,68.81491852,0.491221756,Human/Other,Farming,5
BF-S6-C1,10.3,0,0,0,0,0,18,30,12439.0752,0.178485349,86.52875519,0.503231287,Human/Other,Plantation,7
BF-S6-C2,11.3,0,0,0,1,1,35,13,13790.63086,0.160700694,113.5028687,0.501189649,Human/Other,Plantation,7
BF-S6-C3,8,0,0,0,2,1,4,32,12943.36523,0.144267291,91.35351563,0.502119124,Human/Other,Plantation,7
BF-S6-C4,9.1,1,0,0,1,7,32,20,14014.36621,0.219770402,110.2853394,0.500684023,TallEuc,Plantation,7
BF-S6-C5,11.6,3,0,0,9,0,36,14,16578.19531,0.270250678,127.202919,0.50045228,Woodland,Reserve,9
BF-S7-C1,12.1,0,0,0,0,0,0,74,13090.08105,0.181573108,65.38995361,0.512034655,Rainforest,Reserve,5
BF-S7-C1_S1,12.1,2,0,0,10,0,0,32,11846.57031,0.181702241,52.25373459,0.514057517,TallEuc,ModifiedNative,5
BF-S7-C2,15.4,0,0,0,4,0,1,40,15112.22363,0.180295199,128.3898468,0.505638719,Rainforest,ModifiedNative,13
BF-S7-C3,17.5,10,0,0,8,0,0,27,14284.80664,0.188596234,164.4813385,0.502505422,Rainforest,Reserve,13
BF-S7-C4,17.6,43,0,0,26,0,1,11,17882.11914,0.276172847,154.5500946,0.5017097,Grassland,Reserve,9
BF-S7-C5,16.3,19,0,0,1,0,1,37,19536.875,0.188150242,131.5858917,0.502328694,Woodland,ModifiedNative,7
BF-S8-C1,9.2,0,0,0,2,0,1,16,8131.291992,0.188225701,201.3166809,0.500802815,Rainforest,ModifiedNative,5
BF-S8-C2,10,0,0,0,0,0,3,20,8827.337891,0.200170696,183.9835358,0.503734529,Rainforest,ModifiedNative,5
BF-S8-C3,9.9,4,0,0,5,0,38,16,7586.567383,0.197085038,158.6292114,0.506381869,Rainforest,ModifiedNative,13
BF-S8-C4,11.1,0,0,0,3,0,5,13,4596.085449,0.180125728,137.371048,0.510416687,TallEuc,ModifiedNative,13
BF-S8-C5,10.8,6,0,0,0,0,0,42,4919.668457,0.215175748,119.1598053,0.514155805,TallEuc,ModifiedNative,13
BF-S9-C1,5.1,2,0,0,0,1,24,69,7396.768555,0.178126678,97.19044495,0.508774757,Human/Other,Plantation,5
BF-S9-C2,7.9,0,0,2,32,0,2,39,12544.15234,0.200201809,78.70226288,0.511766613,Rainforest,ModifiedNative,11
BF-S9-C3,9,0,0,1,22,0,9,39,12968.82422,0.21425727,100.3397675,0.507427871,TallEuc,ModifiedNative,4
BF-S9-C4_S1-3,10.8,0,0,0,17,0,12,26,11577.37988,0.186591893,109.8337326,0.50586623,Rainforest,ModifiedNative,4
BF-S9-C5,10.3,13,0,0,32,0,13,12,9706.773438,0.205592155,63.6207428,0.508524597,Woodland,ModifiedNative,11
CM-N1,2.7,0,0,2,0,0,6,28,4193.591309,0.299252301,828.4823608,0.475900114,Grassland,Reserve,5
CM-N2,6.6,0,0,0,0,0,0,38,2837.452148,0.238613367,325.8655396,0.508219779,Grassland,Reserve,9
CM-N3,17.1,0,0,0,0,0,0,18,3233.291748,0.234332755,199.0292358,0.508241177,Rainforest,Reserve,11
CM-N4,6.5,0,3,0,4,0,0,36,2877.134521,0.268187761,692.3355103,0.474146754,Grassland,Reserve,4
CM-N4_S1,6.6,0,0,0,1,0,1,36,2877.134521,0.268187761,692.3355103,0.474146754,Grassland,Reserve,4
CM-N5,4.3,0,0,0,0,0,6,35,25324.45313,0.17999886,348.7598572,0.492797047,Woodland,Reserve,5
CM-N5_S1,4.3,0,0,0,0,0,1,35,25324.45313,0.17999886,348.7598572,0.492797047,Woodland,Reserve,5
CM-S1-C1_S1-3,4.6,19,0,0,0,0,0,60,2637.748779,0.241550982,645.3612671,0.493439406,TallEuc,ModifiedNative,5
CM-S1-C2,2.9,0,0,0,0,1,1,49,3748.862061,0.203505471,573.1212158,0.503244996,Human/Other,ModifiedNative,5
CM-S1-C3,2.8,39,0,2,1,12,32,96,4573.369629,0.24885577,647.2789307,0.498589873,Woodland,Reserve,10
CM-S1-C4,3.6,7,0,0,0,0,2,88,5151.344238,0.212898061,594.3875732,0.503320754,TallEuc,Reserve,5
CM-S1-C5,0.8,0,0,35,16,3,29,10,7834.044922,0.326539397,776.3251953,0.485476583,TallEuc,ModifiedNative,5
CM-S10-C1,7.2,1,0,0,3,0,4,147,30403.63672,0.263261497,463.8735962,0.484608889,Woodland,Reserve,5
CM-S10-C2,8.6,0,0,0,5,0,1,87,29967.27148,0.172353894,302.9797058,0.494499803,TallEuc,ModifiedNative,4
CM-S10-C2_S1,8.6,0,0,0,1,0,0,87,29967.27148,0.172353894,302.9797058,0.494499803,TallEuc,ModifiedNative,4
CM-S10-C3,10.5,10,0,17,0,0,0,78,27580.30078,0.192777231,190.602829,0.505640268,TallEuc,Reserve,4
CM-S10-C4,7.9,1,12,0,1,0,14,77,28575.49414,0.21234268,322.5127869,0.496834785,Woodland,Reserve,4
CM-S10-C5_S1-4,5,0,0,0,1,0,1,51,25378.76563,0.203990608,244.4529724,0.499689043,Woodland,ModifiedNative,4
CM-S2-C1,2.1,1,3,9,12,17,5,22,9118.080078,0.315853179,769.5437012,0.484989643,TallEuc,ModifiedNative,5
