"cam","BB","BO","TO","TB","TS","SB","Top.Roughness","Dist.FW","FPAR","Elevation","isothermal","Veg","Land.Use","Soil.Class"
"AF-S10-C2",2,0,0,2,0,35,41,7614.365234375,0.26905569434166,380.887420654297,0.526690065860748,"TallEuc","ModifiedNative","9"
"AF-S10-C3",0,0,0,2,0,18,40,8104.45068359375,0.233315452933311,378.574066162109,0.527972340583801,"Human/Other","Plantation","4"
"AF-S10-C3_S1-3",0,0,0,2,0,4,40,8104.45068359375,0.233315452933311,378.574066162109,0.527972340583801,"Human/Other","Plantation","4"
"AF-S10-C4",0,0,0,2,0,9,24,10075.919921875,0.19280569255352,380.136322021484,0.531270563602448,"TallEuc","ModifiedNative","13"
"AF-S10-C4_S1-2",0,0,0,0,0,13,24,10075.919921875,0.19280569255352,380.136322021484,0.531270563602448,"TallEuc","ModifiedNative","13"
"AF-S10-C5",8,0,0,1,0,20,150,10720.58984375,0.212832987308502,391.411315917969,0.530344188213348,"TallEuc","Reserve","4"
"AF-S10-C5_S1-3",0,0,1,2,0,27,150,10720.58984375,0.212832987308502,391.411315917969,0.530344188213348,"TallEuc","Reserve","4"
"AF-S2-C1",12,0,0,9,0,6,100,2349.18823242188,0.176252856850624,458.112487792969,0.504606604576111,"Woodland","ModifiedNative","13"
"AF-S2-C3",0,0,0,10,0,16,74,1494.12194824219,0.1876490265131,480.269409179688,0.507803916931152,"Woodland","ModifiedNative","13"
"AF-S2-C4_S3-5",0,0,0,9,0,12,74,1494.12194824219,0.1876490265131,480.269409179688,0.507803916931152,"Woodland","ModifiedNative","13"
"AF-S2-C5",0,0,0,10,0,35,3,241.508392333984,0.430607914924622,351.945129394531,0.514705896377563,"Woodland","Reserve","9"
"AF-S2-C5_S1-2",0,0,0,0,0,2,3,241.508392333984,0.430607914924622,351.945129394531,0.514705896377563,"Woodland","Reserve","9"
"AF-S3-C1",0,0,0,5,0,5,152,341.52978515625,0.357169300317764,384.974456787109,0.513179361820221,"Rainforest","ModifiedNative","9"
"AF-S3-C2",0,0,0,13,0,3,65,502.811614990234,0.335882484912872,331.804107666016,0.514942228794098,"Woodland","Reserve","9"
"AF-S3-C3",0,0,0,10,0,11,93,1241.17028808594,0.232307389378548,411.130859375,0.509208619594574,"TallEuc","ModifiedNative","13"
"AF-S3-C4",0,0,0,4,0,5,104,788.117248535156,0.149858862161636,397.238250732422,0.508127868175507,"Rainforest","ModifiedNative","13"
"AF-S3-C4_S1-2",0,0,0,4,0,7,104,788.117248535156,0.149858862161636,397.238250732422,0.508127868175507,"Rainforest","ModifiedNative","13"
"AF-S4-C1",1,0,1,39,3,0,105,2188.06469726562,0.170007452368736,546.784484863281,0.499860018491745,"TallEuc","Reserve","13"
"AF-S4-C1_S1-2",0,0,0,14,1,0,105,2188.06469726562,0.170007452368736,546.784484863281,0.499860018491745,"TallEuc","Reserve","13"
"AF-S4-C2_S4-8",8,0,0,4,0,2,123,1308.32592773438,0.15454526245594,468.402954101562,0.511664867401123,"Rainforest","Reserve","13"
"AF-S4-C3",3,0,0,24,0,1,123,1308.32592773438,0.15454526245594,468.402954101562,0.511664867401123,"Rainforest","Reserve","13"
"AF-S4-C4",1,0,0,0,0,1,94,1117.04321289062,0.177496775984764,445.726684570312,0.514510333538055,"TallEuc","Reserve","13"
"AF-S4-C4_S3-4",1,0,0,4,0,0,94,1117.04321289062,0.177496775984764,445.726684570312,0.514510333538055,"TallEuc","Reserve","13"
"AF-S4-C5_S3-7",0,0,0,13,0,3,105,670.988708496094,0.292889773845673,372.891967773438,0.512554585933685,"Rainforest","Reserve","9"
"AF-S5-C1",1,0,0,9,0,30,19,1021.21722412109,0.256446927785873,443.245361328125,0.513589859008789,"Grassland","Reserve","9"
"AF-S5-C1_S1-2",0,0,0,4,0,5,19,1021.21722412109,0.256446927785873,443.245361328125,0.513589859008789,"Grassland","Reserve","9"
"AF-S5-C2",0,0,0,4,0,14,25,1838.71240234375,0.268874555826187,380.615234375,0.515265107154846,"Woodland","Reserve","9"
"AF-S5-C2_S1-2",0,0,0,2,0,6,19,1021.21722412109,0.256446927785873,443.245361328125,0.513589859008789,"Grassland","Reserve","9"
"AF-S5-C3",15,0,0,17,0,11,65,584.979064941406,0.348110914230347,474.431854248047,0.512389242649078,"Woodland","Reserve","13"
"AF-S5-C4_S1-2",1,0,0,2,0,5,25,1838.71240234375,0.268874555826187,380.615234375,0.515265107154846,"Woodland","Reserve","9"
"AF-S5-C4_S4-7",0,0,0,1,0,14,25,1838.71240234375,0.268874555826187,380.615234375,0.515265107154846,"Woodland","Reserve","9"
"AF-S5-C5_S1-2",2,0,0,1,0,11,11,1846.13525390625,0.307963639497757,400.894439697266,0.514112174510956,"Woodland","Reserve","9"
"AF-S5-C5_S3-5",4,0,0,1,0,29,11,1846.13525390625,0.307963639497757,400.894439697266,0.514112174510956,"Woodland","Reserve","9"
"AF-S6-C1",0,0,0,0,0,2,25,1838.71240234375,0.268874555826187,380.615234375,0.515265107154846,"Woodland","Reserve","9"
"AF-S6-C1_S1-3",0,0,0,1,4,5,17,2126.302734375,0.284507423639297,430.869262695312,0.512889385223389,"Woodland","Reserve","9"
"AF-S6-C1_S4-5",0,0,0,0,1,1,17,2126.302734375,0.284507423639297,430.869262695312,0.512889385223389,"Woodland","Reserve","9"
"AF-S6-C2_S1-2",0,0,0,2,2,9,37,1387.40966796875,0.229685842990875,416.321411132812,0.512033045291901,"Woodland","Reserve","9"
"AF-S6-C2_S4-6",0,0,0,1,2,25,37,1387.40966796875,0.229685842990875,416.321411132812,0.512033045291901,"Woodland","Reserve","9"
"AF-S6-C3",0,0,4,1,1,23,17,2122.82421875,0.335338026285172,453.564788818359,0.508812367916107,"Shurbland","Reserve","9"
"AF-S6-C4",0,0,2,1,8,36,17,2122.82421875,0.335338026285172,453.564788818359,0.508812367916107,"Shurbland","Reserve","9"
"AF-S6-C5",0,0,1,6,5,31,17,2122.82421875,0.335338026285172,453.564788818359,0.508812367916107,"Shurbland","Reserve","9"
"AF-S7-C3",25,0,0,20,0,24,42,867.32666015625,0.215202614665031,333.234802246094,0.511001110076904,"Woodland","ModifiedNative","13"
"AF-S7-C4",7,0,30,25,0,24,59,815.801452636719,0.209892779588699,353.142608642578,0.508808314800262,"Woodland","ModifiedNative","13"
"AF-S7-C5",3,0,21,16,0,19,63,1173.14526367188,0.219052627682686,351.636474609375,0.508633434772491,"Woodland","Reserve","13"
"AF-S8-C1",1,0,2,2,0,34,37,5208.2802734375,0.180775687098503,493.832733154297,0.515020906925201,"TallEuc","ModifiedNative","9"
"AF-S8-C2",0,0,4,3,0,34,37,5208.2802734375,0.180775687098503,493.832733154297,0.515020906925201,"TallEuc","ModifiedNative","9"
"AF-S8-C3",0,0,3,1,0,13,11,5214.6220703125,0.204956755042076,399.517364501953,0.521844685077667,"TallEuc","ModifiedNative","4"
"AF-S8-C4_S1-2",2,0,5,0,0,1,28,4384.11181640625,0.181985020637512,389.399505615234,0.522313058376312,"TallEuc","ModifiedNative","4"
"AF-S8-C4_S3-7",0,0,13,11,4,14,28,4384.11181640625,0.181985020637512,389.399505615234,0.522313058376312,"TallEuc","ModifiedNative","4"
"AF-S8-C5",0,0,6,8,2,12,87,3887.07250976562,0.239816069602966,504.475402832031,0.517099559307098,"TallEuc","ModifiedNative","4"
"AF-S8-C5_S1-3",3,0,3,1,1,0,87,3887.07250976562,0.239816069602966,504.475402832031,0.517099559307098,"TallEuc","ModifiedNative","4"
"AF-S9-C1",0,0,0,1,0,23,23,6440.3828125,0.191191211342812,377.323425292969,0.526743769645691,"TallEuc","ModifiedNative","9"
"AF-S9-C2",0,0,0,0,0,48,33,5617.16552734375,0.177641406655312,460.761871337891,0.52339106798172,"TallEuc","ModifiedNative","9"
"AF-S9-C2_S1-2",0,0,0,0,0,12,33,5617.16552734375,0.177641406655312,460.761871337891,0.52339106798172,"TallEuc","ModifiedNative","9"
"AF-S9-C3",0,0,0,0,0,22,95,3761.54296875,0.227915108203888,697.74658203125,0.498501360416412,"TallEuc","Reserve","9"
"AF-S9-C3_S1-3",0,0,0,0,1,14,95,3761.54296875,0.227915108203888,697.74658203125,0.498501360416412,"TallEuc","Reserve","9"
"AF-S9-C4",0,1,0,37,0,38,34,6754.22119140625,0.263873159885406,378.304534912109,0.527499139308929,"TallEuc","ModifiedNative","4"
"AF-S9-C4_S1-3",0,0,0,1,6,26,34,6754.22119140625,0.263873159885406,378.304534912109,0.527499139308929,"TallEuc","ModifiedNative","4"
"AF-S9-C5_S1-2",0,0,0,16,0,3,25,7713.3818359375,0.226363927125931,374.125732421875,0.528360843658447,"TallEuc","ModifiedNative","13"
"AF-S9-C5_S4-7",0,0,0,21,0,3,25,7713.3818359375,0.226363927125931,374.125732421875,0.528360843658447,"TallEuc","ModifiedNative","13"
"BF-N2",0,0,0,0,0,2,5,2798.18530273438,0.24877342581749,50.7391700744629,0.497979074716568,"Human/Other","Farming","9"
"BF-S1-C1",6,0,0,26,0,0,11,4277.5341796875,0.20949599146843,151.543991088867,0.506670951843262,"Rainforest","Reserve","13"
"BF-S1-C2",2,0,0,5,0,3,41,3534.091796875,0.228371843695641,56.0721588134766,0.516551434993744,"Rainforest","Reserve","13"
"BF-S1-C4",0,0,0,0,0,2,120,4917.9599609375,0.193473517894745,91.838264465332,0.514773905277252,"Rainforest","Reserve","11"
"BF-S1-C5_S1-2",9,0,0,0,0,1,83,7305.6943359375,0.257317364215851,214.011077880859,0.505287647247314,"Rainforest","Reserve","11"
"BF-S10-C1",19,3,20,2,0,0,9,9156.5390625,0.18686817586422,70.5133209228516,0.513504803180695,"TallEuc","ModifiedNative","4"
"BF-S10-C2_S1-2",6,0,0,1,3,28,22,923.525207519531,0.186138898134232,63.4892120361328,0.504729747772217,"TallEuc","Reserve","4"
"BF-S10-C3",0,0,0,53,0,7,16,10027.236328125,0.199789687991142,57.2522468566895,0.514986097812653,"Rainforest","ModifiedNative","6"
"BF-S10-C4",4,0,0,0,2,15,16,6575.98193359375,0.181639343500137,63.9975051879883,0.511393249034882,"TallEuc","ModifiedNative","4"
"BF-S10-C5_S1-2",0,5,0,6,0,16,14,5954.48974609375,0.180999606847763,75.9025421142578,0.508601784706116,"TallEuc","ModifiedNative","4"
"BF-S2-C1",1,0,0,3,0,3,65,5167.8369140625,0.174936965107918,182.414459228516,0.5078125,"Rainforest","Reserve","13"
"BF-S2-C2_S1-3",5,0,0,0,0,20,79,8250.330078125,0.274555027484894,215.793273925781,0.507119417190552,"Grassland","Reserve","4"
"BF-S2-C3",29,0,0,3,0,34,18,8583.74609375,0.297029048204422,236.890991210938,0.505926609039307,"Grassland","Reserve","13"
"BF-S2-C4",0,0,0,2,0,13,151,8808.1513671875,0.178541719913483,205.28564453125,0.50502872467041,"Rainforest","Reserve","13"
"BF-S2-C5_S1-3",34,0,0,5,0,20,131,3226.76220703125,0.210181891918182,262.682250976562,0.505307197570801,"Rainforest","Reserve","13"
"BF-S3-C1",0,0,0,15,0,1,19,18938.62890625,0.22683373093605,154.679595947266,0.499666213989258,"Shurbland","Reserve","9"
"BF-S3-C2",0,0,0,8,0,1,7,19007.08203125,0.284998267889023,176.242919921875,0.500166654586792,"Grassland","Reserve","9"
"BF-S3-C3",0,0,0,5,0,1,30,17918.744140625,0.312602758407593,201.184677124023,0.499002665281296,"Grassland","Reserve","9"
"BF-S3-C4",0,0,0,1,0,2,21,18087.771484375,0.25163409113884,239.525955200195,0.496292620897293,"Woodland","Reserve","13"
"BF-S3-C4_S1",0,0,0,0,0,2,21,18087.771484375,0.25163409113884,239.525955200195,0.496292620897293,"Woodland","Reserve","13"
"BF-S3-C5",1,0,0,0,0,14,20,16302.041015625,0.272503226995468,230.996139526367,0.503132402896881,"Shurbland","Reserve","13"
"BF-S4-C1",5,0,0,30,0,0,34,17482.447265625,0.18434040248394,268.317718505859,0.500373184680939,"Rainforest","Reserve","13"
"BF-S4-C2",3,0,0,19,0,0,47,15166.6318359375,0.220098838210106,277.650299072266,0.498773723840714,"Woodland","Reserve","13"
"BF-S4-C3",14,0,0,52,0,0,31,16227.66796875,0.244742631912231,258.295013427734,0.498398452997208,"Shurbland","Reserve","13"
"BF-S4-C4",0,0,0,22,0,2,24,3777.14282226562,0.211251050233841,192.011932373047,0.503308117389679,"TallEuc","ModifiedNative","13"
"BF-S4-C5",7,0,0,11,0,9,23,1170.41149902344,0.273861616849899,228.758712768555,0.501520872116089,"Grassland","Reserve","13"
"BF-S5-C1",3,0,0,1,0,0,11,4275.8056640625,0.218147918581963,24.6806793212891,0.504435122013092,"Shurbland","Reserve","10"
"BF-S5-C2",0,0,0,4,0,7,10,1987.09191894531,0.232699021697044,44.6070213317871,0.501529037952423,"Shurbland","Reserve","10"
"BF-S5-C3",3,0,0,2,0,12,16,5126.751953125,0.27912774682045,57.3127212524414,0.495506823062897,"Woodland","Reserve","9"
"BF-S5-C4_S1",1,0,0,2,0,8,26,2320.09228515625,0.231587275862694,58.9066123962402,0.503349244594574,"Rainforest","ModifiedNative","6"
"BF-S5-C5",2,0,0,3,0,5,57,11346.6396484375,0.251134485006332,68.8149185180664,0.491221755743027,"Human/Other","Farming","5"
"BF-S6-C1",0,0,0,0,0,18,30,12439.0751953125,0.178485348820686,86.5287551879883,0.503231287002563,"Human/Other","Plantation","7"
"BF-S6-C2",0,0,0,1,1,35,13,13790.630859375,0.16070069372654,113.502868652344,0.501189649105072,"Human/Other","Plantation","7"
"BF-S6-C3",0,0,0,2,1,4,32,12943.365234375,0.144267290830612,91.353515625,0.502119123935699,"Human/Other","Plantation","7"
"BF-S6-C4",1,0,0,1,7,32,20,14014.3662109375,0.219770401716232,110.285339355469,0.500684022903442,"TallEuc","Plantation","7"
"BF-S6-C5",3,0,0,9,0,36,14,16578.1953125,0.270250678062439,127.202919006348,0.500452280044556,"Woodland","Reserve","9"
"BF-S7-C1",0,0,0,0,0,0,74,13090.0810546875,0.181573107838631,65.3899536132812,0.51203465461731,"Rainforest","Reserve","5"
"BF-S7-C1_S1",2,0,0,10,0,0,32,11846.5703125,0.181702241301537,52.253734588623,0.514057517051697,"TallEuc","ModifiedNative","5"
"BF-S7-C2",0,0,0,4,0,1,40,15112.2236328125,0.180295199155807,128.389846801758,0.505638718605042,"Rainforest","ModifiedNative","13"
"BF-S7-C3",10,0,0,8,0,0,27,14284.806640625,0.188596233725548,164.481338500977,0.502505421638489,"Rainforest","Reserve","13"
"BF-S7-C4",43,0,0,26,0,1,11,17882.119140625,0.27617284655571,154.550094604492,0.501709699630737,"Grassland","Reserve","9"
"BF-S7-C5",19,0,0,1,0,1,37,19536.875,0.188150241971016,131.585891723633,0.50232869386673,"Woodland","ModifiedNative","7"
"BF-S8-C1",0,0,0,2,0,1,16,8131.2919921875,0.188225701451302,201.316680908203,0.50080281496048,"Rainforest","ModifiedNative","5"
"BF-S8-C2",0,0,0,0,0,3,20,8827.337890625,0.200170695781708,183.983535766602,0.503734529018402,"Rainforest","ModifiedNative","5"
"BF-S8-C3",4,0,0,5,0,38,16,7586.5673828125,0.197085037827492,158.629211425781,0.506381869316101,"Rainforest","ModifiedNative","13"
"BF-S8-C4",0,0,0,3,0,5,13,4596.08544921875,0.18012572824955,137.371047973633,0.510416686534882,"TallEuc","ModifiedNative","13"
"BF-S8-C5",6,0,0,0,0,0,42,4919.66845703125,0.215175747871399,119.159805297852,0.514155805110931,"TallEuc","ModifiedNative","13"
"BF-S9-C1",2,0,0,0,1,24,69,7396.7685546875,0.17812667787075,97.1904449462891,0.508774757385254,"Human/Other","Plantation","5"
"BF-S9-C2",0,0,2,32,0,2,39,12544.15234375,0.200201809406281,78.702262878418,0.511766612529755,"Rainforest","ModifiedNative","11"
"BF-S9-C3",0,0,1,22,0,9,39,12968.82421875,0.214257270097733,100.339767456055,0.507427871227264,"TallEuc","ModifiedNative","4"
"BF-S9-C4_S1-3",0,0,0,17,0,12,26,11577.3798828125,0.186591893434525,109.83373260498,0.505866229534149,"Rainforest","ModifiedNative","4"
"BF-S9-C5",13,0,0,32,0,13,12,9706.7734375,0.205592155456543,63.6207427978516,0.508524596691132,"Woodland","ModifiedNative","11"
"CM-N1",0,0,2,0,0,6,28,4193.59130859375,0.299252301454544,828.482360839844,0.475900113582611,"Grassland","Reserve","5"
"CM-N2",0,0,0,0,0,0,38,2837.4521484375,0.238613367080688,325.865539550781,0.50821977853775,"Grassland","Reserve","9"
"CM-N3",0,0,0,0,0,0,18,3233.29174804688,0.234332755208015,199.029235839844,0.508241176605225,"Rainforest","Reserve","11"
"CM-N4",0,3,0,4,0,0,36,2877.13452148438,0.268187761306763,692.335510253906,0.474146753549576,"Grassland","Reserve","4"
"CM-N4_S1",0,0,0,1,0,1,36,2877.13452148438,0.268187761306763,692.335510253906,0.474146753549576,"Grassland","Reserve","4"
"CM-N5",0,0,0,0,0,6,35,25324.453125,0.179998859763145,348.759857177734,0.492797046899796,"Woodland","Reserve","5"
"CM-N5_S1",0,0,0,0,0,1,35,25324.453125,0.179998859763145,348.759857177734,0.492797046899796,"Woodland","Reserve","5"
"CM-S1-C1_S1-3",19,0,0,0,0,0,60,2637.74877929688,0.241550981998444,645.361267089844,0.49343940615654,"TallEuc","ModifiedNative","5"
"CM-S1-C2",0,0,0,0,1,1,49,3748.86206054688,0.203505471348763,573.121215820312,0.503244996070862,"Human/Other","ModifiedNative","5"
"CM-S1-C3",39,0,2,1,12,32,96,4573.36962890625,0.248855769634247,647.278930664062,0.498589873313904,"Woodland","Reserve","10"
"CM-S1-C4",7,0,0,0,0,2,88,5151.34423828125,0.212898060679436,594.387573242188,0.503320753574371,"TallEuc","Reserve","5"
"CM-S1-C5",0,0,35,16,3,29,10,7834.044921875,0.326539397239685,776.3251953125,0.485476583242416,"TallEuc","ModifiedNative","5"
"CM-S10-C1",1,0,0,3,0,4,147,30403.63671875,0.263261497020721,463.873596191406,0.484608888626099,"Woodland","Reserve","5"
"CM-S10-C2",0,0,0,5,0,1,87,29967.271484375,0.172353893518448,302.979705810547,0.494499802589417,"TallEuc","ModifiedNative","4"
"CM-S10-C2_S1",0,0,0,1,0,0,87,29967.271484375,0.172353893518448,302.979705810547,0.494499802589417,"TallEuc","ModifiedNative","4"
"CM-S10-C3",10,0,17,0,0,0,78,27580.30078125,0.19277723133564,190.602828979492,0.505640268325806,"TallEuc","Reserve","4"
"CM-S10-C4",1,12,0,1,0,14,77,28575.494140625,0.21234267950058,322.512786865234,0.49683478474617,"Woodland","Reserve","4"
"CM-S10-C5_S1-4",0,0,0,1,0,1,51,25378.765625,0.203990608453751,244.452972412109,0.499689042568207,"Woodland","ModifiedNative","4"
"CM-S2-C1",1,3,9,12,17,5,22,9118.080078125,0.315853178501129,769.543701171875,0.484989643096924,"TallEuc","ModifiedNative","5"
"CM-S2-C2",2,17,0,6,0,17,31,10487.8115234375,0.295546054840088,794.243713378906,0.485382586717606,"TallEuc","ModifiedNative","5"
"CM-S2-C3",3,25,0,7,0,17,31,10487.8115234375,0.295546054840088,794.243713378906,0.485382586717606,"TallEuc","ModifiedNative","5"
"CM-S2-C4",24,18,0,11,8,3,31,9840.134765625,0.265870630741119,798.6337890625,0.482471108436584,"TallEuc","ModifiedNative","5"
"CM-S3-C1",0,0,0,44,0,32,11,7604.50390625,0.219138219952583,693.562866210938,0.484642773866653,"TallEuc","ModifiedNative","5"
"CM-S3-C2",0,0,0,0,0,1,26,9108.740234375,0.210672661662102,708.714233398438,0.482208639383316,"TallEuc","ModifiedNative","5"
"CM-S3-C3",0,0,0,0,0,0,12,4652.97119140625,0.258477389812469,708.100830078125,0.479411751031876,"Woodland","Reserve","5"
"CM-S3-C3_S1",0,0,7,0,0,11,12,4652.97119140625,0.258477389812469,708.100830078125,0.479411751031876,"Woodland","Reserve","5"
"CM-S3-C4",1,0,0,22,0,12,82,3700.39184570312,0.200246825814247,626.314392089844,0.487806051969528,"Rainforest","ModifiedNative","5"
"CM-S3-C5",0,0,0,19,0,4,15,3260.74755859375,0.18254342675209,599.8037109375,0.490176349878311,"Rainforest","Reserve","9"
"CM-S4-C1",0,0,0,2,0,7,59,7337.33984375,0.185569405555725,226.402725219727,0.510917663574219,"Woodland","Reserve","4"
"CM-S4-C2",3,0,0,4,0,49,76,6802.39990234375,0.192736834287643,263.591796875,0.508920311927795,"Rainforest","Reserve","4"
"CM-S4-C3",14,0,0,28,0,3,77,7003.91796875,0.213506832718849,425.209289550781,0.499952614307404,"Shurbland","Reserve","9"
"CM-S4-C4",7,0,0,25,0,29,18,7575.09912109375,0.254505604505539,400.684722900391,0.499287337064743,"TallEuc","Reserve","9"
"CM-S4-C5",12,0,0,27,0,1,70,6077.361328125,0.232404574751854,549.149475097656,0.489680677652359,"Shurbland","Reserve","13"
"CM-S5-C2",0,0,0,0,0,1,106,1734.09582519531,0.186467379331589,127.729759216309,0.515354633331299,"Rainforest","Reserve","4"
"CM-S5-C3_S1-2",5,0,0,5,0,4,44,2382.56079101562,0.254856199026108,135.038879394531,0.515625,"Shurbland","Reserve","4"
"CM-S5-C4",1,0,0,19,0,0,70,5546.49462890625,0.295588970184326,277.624267578125,0.508016645908356,"Grassland","Reserve","11"
"CM-S5-C5",0,0,0,4,0,24,65,1753.94274902344,0.233538538217545,154.932800292969,0.508556306362152,"Rainforest","Reserve","5"
