"cam","BB","BO","TO","TB","TS","SB","Top.Roughness","Dist.FW","FPAR","Elevation","isothermal","Veg","Land.Use","Soil.Class"
"PW-S6-C3",1,0,0,24,0,2,128,15317.2626953125,0.205314874649048,379.241516113281,0.50509375333786,"TallEuc","Reserve","8"
"PW-S6-C4",13,0,0,0,0,12,35,14161.09765625,0.22807665169239,369.578308105469,0.488405346870422,"TallEuc","Plantation","4"
"PW-S6-C5",8,0,0,4,0,9,51,13909.103515625,0.240179687738419,295.799560546875,0.516705751419067,"Grassland","Reserve","8"
"PW-S7-C1",0,0,0,0,0,0,133,14528.45703125,0.231864750385284,508.419586181641,0.487585335969925,"TallEuc","ModifiedNative","8"
"PW-S7-C1_S1-4",6,0,0,0,0,3,133,14528.45703125,0.231864750385284,508.419586181641,0.487585335969925,"TallEuc","ModifiedNative","8"
"PW-S7-C2",0,0,0,0,0,0,62,13445.853515625,0.303206712007523,349.959991455078,0.513132214546204,"TallEuc","Plantation","8"
"PW-S7-C2_S1",0,0,0,0,0,0,62,13445.853515625,0.303206712007523,349.959991455078,0.513132214546204,"TallEuc","Plantation","8"
"PW-S7-C3",18,0,0,8,0,6,85,12579.529296875,0.211688816547394,553.123840332031,0.486438930034637,"TallEuc","Plantation","4"
"PW-S7-C3_S1",0,0,0,0,0,0,45,13375.2451171875,0.201671466231346,493.853179931641,0.498487591743469,"TallEuc","Plantation","4"
"PW-S7-C4_S1",4,0,0,3,0,8,176,13896.7021484375,0.257049828767776,624.802795410156,0.483550578355789,"Woodland","Reserve","4"
"PW-S7-C4_S3-S7",5,0,0,10,0,0,96,11661.361328125,0.23434129357338,565.474792480469,0.480824589729309,"TallEuc","ModifiedNative","4"
"PW-S7-C5",0,0,0,0,0,0,46,11762.162109375,0.232924923300743,605.508117675781,0.481738686561584,"TallEuc","ModifiedNative","4"
"PW-S8-C1",0,0,11,10,0,11,84,18182.328125,0.254046857357025,167.919891357422,0.528287053108215,"Human/Other","Plantation","8"
"PW-S8-C2",0,0,0,1,0,0,74,17970.638671875,0.210492491722107,89.4785766601562,0.534593641757965,"Human/Other","Plantation","8"
"PW-S8-C3",0,0,2,10,0,2,52,19015.2109375,0.317930400371552,106.428016662598,0.533488690853119,"TallEuc","ModifiedNative","8"
"PW-S8-C4",4,0,3,13,0,5,13,19906.919921875,0.237824678421021,88.9025650024414,0.534415602684021,"TallEuc","Reserve","8"
"PW-S8-C4_S1",0,0,0,0,0,7,13,19906.919921875,0.237824678421021,88.9025650024414,0.534415602684021,"TallEuc","Reserve","8"
"PW-S8-C5",4,0,0,7,0,16,108,21481.580078125,0.447140485048294,199.940322875977,0.523809552192688,"Rainforest","Reserve","4"
"PW-S9-C1",0,0,0,17,0,0,88,26703.125,0.235867783427238,225.937088012695,0.517195761203766,"TallEuc","ModifiedNative","4"
"PW-S9-C1_S1",0,0,0,2,0,1,88,26703.125,0.235867783427238,225.937088012695,0.517195761203766,"TallEuc","ModifiedNative","4"
"PW-S9-C2",2,0,0,14,0,42,43,25963.548828125,0.2723788022995,188.467193603516,0.524297833442688,"Rainforest","ModifiedNative","4"
"PW-S9-C3",5,0,0,1,0,16,69,25235.546875,0.229637145996094,205.720550537109,0.526749551296234,"Rainforest","Reserve","4"
"PW-S9-C4",15,0,0,11,0,6,136,27150.34765625,0.21680848300457,329.283172607422,0.515282571315765,"TallEuc","Reserve","4"
"PW-S9-C5",0,0,0,23,0,14,55,26466.146484375,0.217444837093353,274.037963867188,0.518130481243134,"TallEuc","Reserve","8"
"SV-N1",0,1,0,0,0,1,44,6871.6416015625,0.216450080275536,265.112243652344,0.523555338382721,"Human/Other","Plantation","4"
"SV-N2",0,0,0,0,0,2,83,10263.4169921875,0.213941678404808,192.093627929688,0.526874780654907,"Woodland","Reserve","4"
"SV-N3",0,0,0,0,0,4,76,12485.4755859375,0.221277430653572,339.597290039062,0.526928007602692,"TallEuc","ModifiedNative","4"
"SV-N4",0,0,0,0,0,0,85,6214.43212890625,0.310131341218948,512.3916015625,0.500834286212921,"TallEuc","ModifiedNative","4"
"SV-N5",0,0,0,0,0,0,119,14165.6103515625,0.232319876551628,397.334869384766,0.519164979457855,"TallEuc","Reserve","8"
"SV-S1-C1",0,0,0,5,0,18,94,5868.939453125,0.208154916763306,547.280883789062,0.505946040153503,"TallEuc","Reserve","4"
"SV-S1-C2_S2-5",8,0,0,1,1,1,43,7722.27734375,0.3354472219944,388.743835449219,0.522692501544952,"TallEuc","ModifiedNative","9"
"SV-S1-C3",1,0,0,0,0,2,119,11301.1171875,0.183032602071762,463.169647216797,0.515654742717743,"Shurbland","ModifiedNative","9"
"SV-S1-C3_S1",0,0,0,0,0,0,121,5823.357421875,0.199804335832596,501.971557617188,0.509112536907196,"TallEuc","Reserve","4"
"SV-S1-C3_S3-4",0,0,11,0,0,8,128,11209.9306640625,0.181956246495247,418.549285888672,0.517561972141266,"TallEuc","ModifiedNative","9"
"SV-S1-C4",0,0,0,0,0,2,104,12257.5888671875,0.249628856778145,447.859649658203,0.517357528209686,"Shurbland","ModifiedNative","8"
"SV-S1-C5",28,0,0,17,5,13,18,8652.7216796875,0.213046476244926,314.930236816406,0.526995301246643,"TallEuc","Reserve","9"
"SV-S10-C1",0,0,0,0,0,0,175,11151.2431640625,0.211590871214867,450.630279541016,0.502430379390717,"Woodland","ModifiedNative","4"
"SV-S10-C1_S1",0,0,0,0,0,0,175,11151.2431640625,0.211590871214867,450.630279541016,0.502430379390717,"Woodland","ModifiedNative","4"
"SV-S10-C2",0,0,0,0,0,0,38,12353.5576171875,0.195394605398178,389.504455566406,0.507881641387939,"Woodland","ModifiedNative","4"
"SV-S10-C2_S1",0,0,0,0,0,0,38,12353.5576171875,0.195394605398178,389.504455566406,0.507881641387939,"Woodland","ModifiedNative","4"
"SV-S10-C3",12,0,0,0,0,24,60,13593.0908203125,0.204725250601768,332.715270996094,0.518434226512909,"Woodland","ModifiedNative","4"
"SV-S10-C4",0,0,0,3,0,4,74,11518.806640625,0.20956614613533,286.778503417969,0.522504806518555,"Woodland","Reserve","4"
"SV-S10-C5",0,0,0,1,0,9,44,16482.873046875,0.243963241577148,166.118698120117,0.530724585056305,"TallEuc","ModifiedNative","4"
"SV-S10-C5_S1",4,0,0,0,0,8,60,13593.0908203125,0.204725250601768,332.715270996094,0.518434226512909,"Woodland","ModifiedNative","4"
"SV-S2-C1",0,1,5,8,0,29,51,13410.310546875,0.336851418018341,733.234497070312,0.491932541131973,"TallEuc","Reserve","11"
"SV-S2-C2_S1-7",11,0,0,0,5,6,101,14376.2333984375,0.225419908761978,412.633239746094,0.52195805311203,"TallEuc","Reserve","8"
"SV-S2-C3",0,0,0,2,0,2,45,13008.373046875,0.282333672046661,414.986053466797,0.52189302444458,"TallEuc","ModifiedNative","8"
"SV-S2-C4",0,0,0,0,0,0,103,15209.8828125,0.19841955602169,463.359649658203,0.512710392475128,"Woodland","Reserve","8"
"SV-S2-C5",3,0,0,8,0,7,70,17027.40625,0.244190007448196,336.491302490234,0.523915529251099,"TallEuc","Reserve","8"
"SV-S2-C5_S1",1,0,0,3,0,2,70,17027.40625,0.244190007448196,336.491302490234,0.523915529251099,"TallEuc","Reserve","8"
"SV-S3-C1_S1",0,0,0,0,1,11,72,13118.9697265625,0.170624315738678,458.527221679688,0.512004911899567,"Rainforest","Reserve","8"
"SV-S3-C1_S2-8",0,0,0,2,1,8,72,13118.9697265625,0.170624315738678,458.527221679688,0.512004911899567,"Rainforest","Reserve","8"
"SV-S3-C2",0,0,0,19,11,15,26,12793.240234375,0.175370842218399,519.218994140625,0.510246276855469,"TallEuc","Reserve","8"
"SV-S3-C3_S1",0,0,0,1,1,1,60,13861.7998046875,0.187073409557343,391.225860595703,0.520125150680542,"Human/Other","Reserve","8"
"SV-S3-C3_S2-5",1,0,10,1,10,10,60,13861.7998046875,0.187073409557343,391.225860595703,0.520125150680542,"Human/Other","Reserve","8"
"SV-S3-C4",0,0,0,0,0,0,148,13121.08984375,0.189766213297844,571.73974609375,0.498270511627197,"TallEuc","Reserve","8"
"SV-S3-C4_S1",6,0,0,0,1,1,148,13121.08984375,0.189766213297844,571.73974609375,0.498270511627197,"TallEuc","Reserve","8"
"SV-S3-C5",9,1,0,5,1,23,99,13652.587890625,0.288189828395844,857.404357910156,0.471022933721542,"Shurbland","Reserve","11"
"SV-S3-C5_S1",0,0,0,0,0,0,99,13652.587890625,0.288189828395844,857.404357910156,0.471022933721542,"Shurbland","Reserve","11"
"SV-S4-C1",0,0,1,0,0,3,126,14621.51953125,0.283802151679993,651.434265136719,0.500588476657867,"TallEuc","Reserve","8"
"SV-S4-C2",0,0,1,4,10,8,42,14951.9951171875,0.22621513903141,396.062438964844,0.518833875656128,"TallEuc","Reserve","8"
"SV-S4-C3",0,0,0,0,1,3,105,13988.8515625,0.230651944875717,412.576171875,0.515815079212189,"Rainforest","Reserve","8"
"SV-S4-C3_S1",0,0,0,0,0,0,105,13988.8515625,0.230651944875717,412.576171875,0.515815079212189,"Rainforest","Reserve","8"
"SV-S4-C4",0,0,0,3,1,9,23,13364.083984375,0.223033964633942,429.850769042969,0.513743460178375,"TallEuc","Reserve","8"
"SV-S5-C1",1,0,1,11,6,6,36,5868.12548828125,0.285388290882111,429.469451904297,0.510875344276428,"TallEuc","ModifiedNative","4"
"SV-S5-C1_S1",0,0,0,6,0,4,56,5731.49267578125,0.231711909174919,512.057067871094,0.502633988857269,"TallEuc","ModifiedNative","4"
"SV-S5-C1_S2",0,0,0,1,0,3,56,5731.49267578125,0.231711909174919,512.057067871094,0.502633988857269,"TallEuc","ModifiedNative","4"
"SV-S5-C2",1,0,9,2,0,29,55,3931.31201171875,0.23089312016964,644.953491210938,0.496197372674942,"TallEuc","Reserve","4"
"SV-S5-C2_S1",0,0,0,5,0,7,55,3931.31201171875,0.23089312016964,644.953491210938,0.496197372674942,"TallEuc","Reserve","4"
"SV-S5-C3",1,0,1,14,4,5,68,6656.25537109375,0.258186191320419,429.299957275391,0.511873364448547,"Woodland","ModifiedNative","4"
"SV-S5-C4_S1-6",0,0,0,0,0,0,77,7514.27490234375,0.225752681493759,486.623443603516,0.505385041236877,"TallEuc","ModifiedNative","4"
"SV-S5-C5_S1-6",9,0,0,11,0,13,88,8038.04150390625,0.251214385032654,652.734130859375,0.492462307214737,"TallEuc","ModifiedNative","11"
"SV-S6-C1",0,0,0,0,0,0,26,3411.47534179688,0.303059011697769,548.228332519531,0.496036201715469,"TallEuc","ModifiedNative","4"
"SV-S6-C1_S1",0,0,0,0,0,0,26,3411.47534179688,0.303059011697769,548.228332519531,0.496036201715469,"TallEuc","ModifiedNative","4"
"SV-S6-C2",0,0,0,21,3,1,35,3901.005859375,0.204042553901672,619.38916015625,0.497035384178162,"TallEuc","Reserve","4"
"SV-S6-C2_S1",0,0,0,10,3,2,35,3901.005859375,0.204042553901672,619.38916015625,0.497035384178162,"TallEuc","Reserve","4"
"SV-S6-C3",0,0,1,0,0,0,51,4646.12548828125,0.220384359359741,615.41845703125,0.496376812458038,"TallEuc","ModifiedNative","4"
"SV-S6-C4",0,0,2,4,0,49,82,6207.02197265625,0.205300360918045,556.080322265625,0.496612846851349,"TallEuc","ModifiedNative","4"
"SV-S6-C5",0,0,0,18,0,16,86,6499.05908203125,0.221554070711136,391.039520263672,0.514695644378662,"TallEuc","ModifiedNative","4"
"SV-S6-C5_S1",0,0,0,0,0,0,86,6499.05908203125,0.221554070711136,391.039520263672,0.514695644378662,"TallEuc","ModifiedNative","4"
"SV-S7-C1",0,0,4,1,0,0,43,7592.01416015625,0.219323739409447,235.447982788086,0.527931094169617,"TallEuc","ModifiedNative","4"
"SV-S7-C2",0,0,0,0,0,0,79,6575.30419921875,0.208556935191154,608.8447265625,0.489140838384628,"TallEuc","Reserve","11"
"SV-S7-C3",8,0,0,2,9,12,92,7702.6904296875,0.242927595973015,214.047332763672,0.526916682720184,"TallEuc","ModifiedNative","4"
"SV-S7-C4",0,0,0,0,0,0,52,9579.3818359375,0.251206398010254,225.746307373047,0.529455423355103,"TallEuc","ModifiedNative","4"
"SV-S7-C4_S1",0,0,0,0,0,6,43,6043.103515625,0.223197191953659,351.786041259766,0.51698899269104,"TallEuc","ModifiedNative","4"
"SV-S7-C4_S2-5",0,0,0,6,3,4,43,6043.103515625,0.223197191953659,351.786041259766,0.51698899269104,"TallEuc","ModifiedNative","4"
"SV-S7-C5",0,0,0,0,0,0,30,5071.6005859375,0.20254485309124,417.013732910156,0.509611964225769,"TallEuc","ModifiedNative","4"
"SV-S8-C1",0,0,0,0,0,0,61,8348.349609375,0.205087557435036,281.239288330078,0.525854825973511,"TallEuc","ModifiedNative","4"
"SV-S8-C1_S1",0,0,0,0,0,0,87,8848.8251953125,0.171864256262779,510.869842529297,0.510853946208954,"Human/Other","Plantation","4"
"SV-S8-C1_S2",0,0,0,0,0,0,87,8848.8251953125,0.171864256262779,510.869842529297,0.510853946208954,"Human/Other","Plantation","4"
"SV-S8-C2_S1-2",1,0,0,0,0,0,129,10129.4443359375,0.216888025403023,589.322326660156,0.487909436225891,"TallEuc","ModifiedNative","4"
"SV-S8-C2_S4-5",1,0,0,3,0,1,87,12820.2099609375,0.214381784200668,432.038452148438,0.50670337677002,"TallEuc","Reserve","4"
"SV-S8-C3",0,0,0,0,0,0,78,12012.9541015625,0.200644493103027,154.906036376953,0.527265727519989,"TallEuc","ModifiedNative","4"
"SV-S8-C3_S1",0,0,0,0,0,0,103,11560.953125,0.218105971813202,120.770072937012,0.533040225505829,"TallEuc","Reserve","4"
"SV-S8-C4",0,0,0,17,0,29,82,13027.88671875,0.262964218854904,240.01106262207,0.526596665382385,"Shurbland","ModifiedNative","8"
"SV-S8-C4_S1",0,0,0,1,0,5,82,13027.88671875,0.262964218854904,240.01106262207,0.526596665382385,"Shurbland","ModifiedNative","8"
"SV-S8-C5",0,0,0,0,0,0,50,8161.19189453125,0.235623925924301,345.840148925781,0.517176270484924,"TallEuc","ModifiedNative","4"
"SV-S9-C1",8,0,0,26,0,4,71,7842.82421875,0.209719225764275,154.003372192383,0.527991771697998,"Rainforest","Reserve","4"
"SV-S9-C1_S1",0,0,0,0,0,0,71,7842.82421875,0.209719225764275,154.003372192383,0.527991771697998,"Rainforest","Reserve","4"
"SV-S9-C2_S1",0,0,0,7,0,3,27,7980.173828125,0.19883531332016,234.985092163086,0.521041572093964,"Woodland","Reserve","4"
"SV-S9-C2_S2-6",25,0,0,35,0,9,60,8198.7392578125,0.209594830870628,400.753967285156,0.510711669921875,"Woodland","Reserve","4"
"SV-S9-C3",0,0,0,0,0,0,21,8907.9599609375,0.197793170809746,223.744842529297,0.5218306183815,"Rainforest","Reserve","4"
"SV-S9-C3_S1",0,0,0,0,0,0,42,8861.5849609375,0.199577018618584,192.732727050781,0.524479150772095,"Woodland","Reserve","4"
"SV-S9-C4",0,0,0,0,0,0,212,9973.8486328125,0.25481653213501,431.709838867188,0.500140905380249,"TallEuc","Reserve","4"
