camera,status,loc,ft,s0.date,s1.rd,s1.date,s1.pt,s2.rd,s2.date,s2.pt,s3.rd,s3.date,s3.pt,s4.rd,s4.date,s4.pt,s5.rd,s5.date,s5.pt,s6.rd,s6.date,s6.pt,s7.rd,s7.date,s7.pt,s8.rd,s8.date,s8.pt,,
F-15-B,0,r,b,25/08/2020,26,20/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-15-I,0,f,i,25/08/2020,24,20/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-15-W,0,b,w,25/08/2020,22,20/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-16-B,0,r,b,25/08/2020,26,20/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-16-I,0,f,i,25/08/2020,26,20/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-16-W,0,b,w,25/08/2020,26,20/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-17-B,0,r,b,25/08/2020,26,20/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-17-I,0,f,i,25/08/2020,26,20/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-17-W,0,b,w,25/08/2020,26,20/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-18-B,0,r,b,26/08/2020,25,20/09/2020,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-18-I,0,f,i,26/08/2020,25,20/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-18-W,0,b,w,26/08/2020,25,20/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-19-B,0,r,b,26/08/2020,22,20/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-19-I,0,f,i,26/08/2020,25,20/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-19-W,0,b,w,26/08/2020,25,20/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-20-B,0,r,b,26/08/2020,25,20/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-20-I,0,f,i,26/08/2020,25,20/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-20-W,0,b,w,26/08/2020,25,20/09/2020,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-01-B,0,r,b,24/07/2020,22,15/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-01-I,0,f,i,24/07/2020,22,15/08/2020,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-01-W,0,b,w,24/07/2020,19,15/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-02-B,0,r,b,24/07/2020,23,15/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-02-I,0,f,i,24/07/2020,22,15/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-02-W,0,b,w,24/07/2020,22,15/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-03-B,0,r,b,24/07/2020,22,15/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-03-I,0,f,i,24/07/2020,22,15/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-03-W,0,b,w,24/07/2020,22,15/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-04-B,0,r,b,24/07/2020,22,15/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-04-I,0,f,i,24/07/2020,22,15/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-04-W,0,b,w,24/07/2020,22,15/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-05-B,0,r,b,24/07/2020,22,15/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-05-I,0,f,i,24/07/2020,22,15/08/2020,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-05-W,0,b,w,24/07/2020,22,15/08/2020,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-06-B,0,r,b,27/07/2020,20,16/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-06-I,0,f,i,27/07/2020,20,16/08/2020,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-06-W,0,b,w,27/07/2020,20,16/08/2020,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-07-B,0,r,b,23/07/2020,23,15/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-07-I,0,f,i,23/07/2020,23,15/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-07-W,0,b,w,23/07/2020,20,15/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-08-B,0,r,b,23/07/2020,23,15/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-08-I,0,f,i,23/07/2020,23,15/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-08-W,0,b,w,23/07/2020,23,15/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-09-B,0,r,b,26/07/2020,16,16/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-09-I,0,f,i,26/07/2020,21,16/08/2020,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-09-W,0,b,w,26/07/2020,21,16/08/2020,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-10-B,0,r,b,23/07/2020,23,15/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-10-I,0,f,i,23/07/2020,23,15/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-10-W,0,b,w,23/07/2020,23,15/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-11-B,0,r,b,23/07/2020,22,14/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-11-I,0,f,i,23/07/2020,22,14/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-11-W,0,b,w,23/07/2020,22,14/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-12-B,0,r,b,27/07/2020,20,16/08/2020,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-12-I,0,f,i,27/07/2020,17,16/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-12-W,0,b,w,27/07/2020,20,16/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-13-B,0,r,b,25/07/2020,21,15/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-13-I,0,f,i,25/07/2020,21,15/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-13-W,0,b,w,25/07/2020,21,15/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-14-B,0,r,b,25/07/2020,22,16/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-14-I,0,f,i,25/07/2020,22,16/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-14-W,0,b,w,25/07/2020,22,16/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-15-B,0,r,b,27/07/2020,20,16/08/2020,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-15-I,0,f,i,27/07/2020,20,16/08/2020,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-15-W,0,b,w,27/07/2020,20,16/08/2020,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-16-B,0,r,b,26/07/2020,20,15/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-16-I,0,f,i,25/07/2020,21,15/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-16-W,0,b,w,25/07/2020,21,15/08/2020,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-17-B,0,r,b,25/07/2020,22,16/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-17-I,0,f,i,25/07/2020,22,16/08/2020,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-17-W,0,b,w,25/07/2020,22,16/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-18-B,0,r,b,26/07/2020,21,16/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-18-I,0,f,i,26/07/2020,21,16/08/2020,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-18-W,0,b,w,26/07/2020,21,16/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-19-B,0,r,b,26/07/2020,21,16/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-19-I,0,f,i,26/07/2020,21,16/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-19-W,0,b,w,26/07/2020,21,16/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-20-B,0,r,b,26/07/2020,21,16/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-20-I,0,f,i,26/07/2020,6,16/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
K-20-W,0,b,w,26/07/2020,21,16/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
62,0,b,w,7/12/2016,48,24/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
76,0,b,w,7/12/2016,48,24/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
81,0,b,w,7/12/2016,20,24/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
82,0,b,w,7/12/2016,48,24/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
83,0,b,w,7/12/2016,47,24/01/2017,o,12,17/05/2017,o,143,17/10/2017,o,NA,17/04/2018,NA,170,4/10/2018,o,148,15/04/2019,o,128,10/10/2019,o,NA,NA,NA,,
85,0,b,w,7/12/2016,48,24/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
87,0,b,w,10/12/2016,45,24/01/2017,c,15,17/05/2017,o,153,17/10/2017,o,NA,17/04/2018,NA,170,4/10/2018,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
94,0,b,w,5/12/2016,48,22/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
100,0,b,w,5/12/2016,47,22/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
104,0,b,w,4/12/2016,40,27/01/2017,o,NA,15/05/2017,NA,156,18/10/2017,o,NA,16/04/2018,NA,173,6/10/2018,o,162,16/04/2019,o,159,9/10/2019,o,NA,NA,NA,,
108,0,b,w,4/12/2016,33,27/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
112,0,b,w,4/12/2016,54,28/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
114,0,b,w,4/12/2016,54,27/01/2017,o,65,15/05/2017,o,156,18/10/2017,o,180,16/04/2018,o,172,5/10/2018,o,193,16/04/2019,o,176,9/10/2019,o,161,17/10/2020,o,,
116,0,b,w,4/12/2016,3,27/01/2017,o,24,15/05/2017,o,156,18/10/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
118,0,b,w,3/12/2016,55,27/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
122,0,b,w,3/12/2016,47,27/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
124,0,b,w,6/12/2016,49,24/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
128,0,b,w,1/12/2016,34,27/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
136,0,b,w,1/12/2016,57,27/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
183,0,b,w,19/11/2016,47,5/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
184,0,b,w,NA,NA,NA,NA,NA,11/05/2017,NA,139,9/10/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
185,0,b,w,19/11/2016,47,5/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
187,0,b,w,16/11/2016,50,5/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
189,0,b,w,16/11/2016,50,5/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
192,0,b,w,16/11/2016,50,5/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
197,0,b,w,17/11/2016,49,5/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
200,0,b,w,17/11/2016,49,5/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
201,0,b,w,16/11/2016,50,5/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
202,0,b,w,14/11/2016,52,5/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
203,0,b,w,14/11/2016,52,5/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
205,0,b,w,14/11/2016,52,5/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
206,0,b,w,14/11/2016,52,5/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
215,0,b,w,11/11/2016,56,6/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
217,0,b,w,11/11/2016,56,6/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
219,0,b,w,11/11/2016,56,6/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
220,0,b,w,12/11/2016,54,6/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
221,0,b,w,12/11/2016,55,6/01/2017,o,NA,10/05/2017,NA,151,8/10/2017,o,164,9/04/2018,o,171,27/09/2018,o,69,5/04/2019,o,NA,NA,NA,NA,NA,NA,,
225,0,b,w,12/11/2016,29,6/01/2017,o,NA,10/05/2017,NA,136,8/10/2017,o,150,9/04/2018,o,171,27/09/2018,o,155,5/04/2019,o,73,3/10/2019,o,NA,NA,NA,,
226,0,b,w,12/11/2016,4,6/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
303,0,b,w,6/12/2016,44,24/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
306,0,b,w,5/12/2016,48,22/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
320,0,b,w,16/11/2016,41,5/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
321,0,b,w,16/11/2016,50,5/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
322,0,b,w,16/11/2016,50,5/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
323,0,b,w,17/11/2016,49,5/01/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
102b,0,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/10/2018,NA,21,16/04/2019,o,NA,NA,NA,NA,NA,NA,,
226b,0,b,w,NA,NA,NA,NA,NA,10/05/2017,NA,24,8/10/2017,o,27,9/04/2018,o,171,27/09/2018,o,NA,5/04/2019,NA,69,3/10/2019,o,NA,NA,NA,,
228b,0,b,w,NA,NA,NA,NA,NA,10/05/2017,NA,63,17/10/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
306b,0,b,w,5/12/2016,53,28/01/2017,o,1,16/05/2017,o,NA,18/10/2017,o,178,16/04/2018,c,173,6/10/2018,o,162,16/04/2019,o,120,7/10/2019,o,NA,NA,NA,,
67a,0,b,w,NA,NA,NA,NA,NA,21/05/2017,NA,89,22/10/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
76b,0,b,w,NA,NA,24/01/2017,NA,5,17/05/2017,o,153,17/10/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
92c,0,g,w,NA,NA,NA,NA,NA,18/05/2017,NA,152,17/10/2017,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-CX2_S1-2,0,r,w,7/06/2018,57,6/08/2018,l,81,26/10/2018,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-N1_S4-5,0,b,w,NA,NA,NA,NA,NA,NA,NA,NA,21/02/2019,NA,29,10/07/2019,o,93,4/12/2019,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-N3_S4-7,0,b,w,NA,NA,NA,NA,NA,NA,NA,NA,2/04/2019,NA,63,11/07/2019,o,134,5/12/2019,o,141,17/06/2020,o,100,26/11/2020,o,NA,NA,NA,,
AF-S10-C1_S1,0,r,w,7/06/2018,60,6/08/2018,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S10-C3_S1-3,0,r,w,7/06/2018,60,6/08/2018,h,81,26/10/2018,h,81,21/02/2019,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S10-C4_S1-2,0,r,w,7/06/2018,60,6/08/2018,o,46,26/10/2018,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S10-C5_S1-3,0,r,w,7/06/2018,60,6/08/2018,o,81,26/10/2018,o,104,21/02/2019,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S1-C1_S1,0,r,w,4/06/2018,65,8/08/2018,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S1-C1_S2-7,0,r,w,NA,NA,8/08/2018,NA,78,25/10/2018,o,75,1/04/2019,o,82,11/07/2019,o,111,4/12/2019,o,81,17/06/2020,o,113,25/11/2020,o,NA,NA,NA,,
AF-S1-C2_S2-5,0,r,w,4/06/2018,65,8/08/2018,o,78,25/10/2018,o,77,1/04/2019,o,54,11/07/2019,o,146,4/12/2019,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S1-C3_S1,0,r,w,4/06/2018,65,8/08/2018,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S1-C3_S2-3,0,r,w,NA,NA,8/08/2018,NA,78,25/10/2018,o,96,1/04/2019,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S1-C4_S1,0,r,w,4/06/2018,24,8/08/2018,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S1-C5_S1,0,r,w,4/06/2018,62,8/08/2018,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S1-C5_S2-6,0,r,w,NA,NA,8/08/2018,NA,61,25/10/2018,o,72,1/04/2019,c,52,11/07/2019,o,142,4/12/2019,o,143,17/06/2020,o,NA,NA,NA,NA,NA,NA,,
