camera,status,loc,ft,s0.date,s1.rd,s1.date,s1.pt,s2.rd,s2.date,s2.pt,s3.rd,s3.date,s3.pt,s4.rd,s4.date,s4.pt,s5.rd,s5.date,s5.pt,s6.rd,s6.date,s6.pt,s7.rd,s7.date,s7.pt,s8.rd,s8.date,s8.pt,,
MR-S1-C5,1,r,w,NA,NA,24/01/2019,NA,67,8/05/2019,o,68,28/10/2019,o,2,4/06/2020,o,66,2/11/2020,c,119,14/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S2-C1,1,r,w,NA,NA,24/01/2019,NA,90,8/05/2019,o,86,29/10/2019,o,186,4/06/2020,c,124,3/11/2020,o,125,14/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S2-C2,1,r,w,NA,NA,24/01/2019,NA,75,8/05/2019,o,148,29/10/2019,o,173,4/06/2020,o,20,3/11/2020,o,156,14/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S2-C3,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/06/2020,NA,67,3/11/2020,o,137,14/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S2-C4,1,r,w,NA,NA,24/01/2019,NA,98,8/05/2019,o,174,29/10/2019,o,91,4/06/2020,o,94,3/11/2020,o,54,14/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S2-C5,1,g,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/04/2021,NA,NA,NA,NA,NA,NA,NA,,
MR-S3-C1,1,r,i,NA,NA,NA,NA,NA,9/05/2019,NA,167,30/10/2019,o,173,5/06/2020,o,152,4/11/2020,o,160,14/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S3-C2,1,r,i,NA,NA,NA,NA,NA,9/05/2019,NA,141,30/10/2019,o,67,5/06/2020,o,14,4/11/2020,o,161,14/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S3-C3,1,r,w,6/09/2018,79,23/01/2019,o,72,9/05/2019,o,132,30/10/2019,o,166,5/06/2020,o,95,4/11/2020,o,17,14/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S3-C4,1,r,w,NA,NA,23/01/2019,NA,93,9/05/2019,c,152,30/10/2019,o,219,5/06/2020,c,123,4/11/2020,o,151,14/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S3-C5,1,r,w,6/09/2018,78,23/01/2019,o,66,9/05/2019,c,145,30/10/2019,o,158,5/06/2020,o,95,4/11/2020,o,93,14/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S4-C1,1,r,w,NA,NA,23/01/2019,NA,84,9/05/2019,o,174,30/10/2019,o,172,5/06/2020,o,94,4/11/2020,o,161,14/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S4-C2,1,r,w,NA,NA,23/01/2019,NA,65,9/05/2019,o,120,30/10/2019,o,61,5/06/2020,o,90,4/11/2020,o,84,14/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S4-C3,1,r,w,6/09/2018,104,23/01/2019,o,95,9/05/2019,o,174,30/10/2019,o,199,5/06/2020,o,116,4/11/2020,o,64,14/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S4-C4,1,r,w,6/09/2018,74,23/01/2019,o,71,9/05/2019,o,143,30/10/2019,o,148,5/06/2020,c,70,4/11/2020,o,115,14/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S4-C5,1,r,w,6/09/2018,84,23/01/2019,o,68,9/05/2019,o,156,30/10/2019,o,118,5/06/2020,o,122,4/11/2020,o,143,14/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S5-C1,1,g,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/04/2021,NA,NA,NA,NA,NA,NA,NA,,
MR-S5-C2,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/06/2020,NA,78,4/11/2020,o,34,14/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S5-C3,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/04/2021,NA,NA,NA,NA,NA,NA,NA,,
MR-S5-C4,1,r,w,6/09/2018,113,23/01/2019,o,89,9/05/2019,o,174,30/10/2019,o,190,5/06/2020,o,135,4/11/2020,o,127,14/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S5-C5,1,r,w,NA,NA,23/01/2019,NA,87,9/05/2019,o,174,30/10/2019,o,204,5/06/2020,o,78,4/11/2020,o,148,14/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S6-C1,1,r,w,NA,NA,24/01/2019,NA,74,9/05/2019,o,124,30/10/2019,o,128,5/06/2020,o,72,4/11/2020,l,90,16/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S6-C2,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/06/2020,NA,127,4/11/2020,o,111,16/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S6-C3,1,r,w,NA,NA,NA,NA,NA,9/05/2019,NA,150,30/10/2019,c,156,5/06/2020,o,128,4/11/2020,o,109,16/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S6-C4,1,r,w,NA,NA,NA,NA,NA,9/05/2019,NA,174,30/10/2019,o,165,5/06/2020,o,96,4/11/2020,o,163,16/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S6-C5,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,28/10/2019,NA,22,4/06/2020,o,104,4/11/2020,o,148,16/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S7-C1,1,r,w,NA,NA,NA,NA,NA,NA,NA,NA,29/10/2019,NA,22,6/06/2020,o,131,3/11/2020,o,152,16/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S7-C2,1,r,w,7/09/2018,96,18/02/2019,o,78,9/05/2019,o,92,29/10/2019,o,62,6/06/2020,o,143,3/11/2020,o,164,16/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S7-C3,1,r,i,NA,NA,18/02/2019,NA,80,9/05/2019,c,173,29/10/2019,o,221,6/06/2020,c,150,3/11/2020,o,125,16/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S7-C4,1,r,w,7/09/2018,77,18/02/2019,o,67,9/05/2019,o,145,29/10/2019,o,126,6/06/2020,o,70,3/11/2020,o,98,16/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S7-C5,1,r,i,NA,NA,NA,NA,NA,9/05/2019,NA,115,29/10/2019,o,3,6/06/2020,o,149,3/11/2020,o,164,16/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S8-C1,1,r,w,NA,NA,18/02/2019,NA,79,10/05/2019,o,158,30/10/2019,o,167,6/06/2020,o,94,4/11/2020,o,86,16/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S8-C2,1,r,w,NA,NA,18/02/2019,NA,81,10/05/2019,o,174,31/10/2019,o,219,6/06/2020,o,151,4/11/2020,o,163,16/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S8-C3,1,r,w,NA,NA,18/02/2019,NA,80,10/05/2019,o,174,31/10/2019,o,169,6/06/2020,o,131,4/11/2020,o,123,16/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S8-C4,1,r,w,NA,NA,18/02/2019,NA,80,10/05/2019,o,174,31/10/2019,o,84,6/06/2020,o,103,4/11/2020,o,97,16/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S8-C5,1,r,w,NA,NA,18/02/2019,NA,58,10/05/2019,o,120,31/10/2019,o,123,6/06/2020,o,59,4/11/2020,o,96,16/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S9-C1,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/11/2020,NA,113,15/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S9-C2,1,r,w,7/09/2018,71,18/02/2019,o,63,10/05/2019,o,154,30/10/2019,o,126,6/06/2020,o,117,5/11/2020,o,115,15/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S9-C3,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,30/10/2019,NA,93,6/06/2020,o,126,5/11/2020,o,161,16/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S9-C4,1,r,b,NA,NA,NA,NA,NA,10/05/2019,NA,172,30/10/2019,o,220,6/06/2020,o,150,5/11/2020,o,161,16/04/2021,o,NA,NA,NA,NA,NA,NA,,
MR-S9-C5,1,r,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/11/2020,NA,65,15/04/2021,o,NA,NA,NA,NA,NA,NA,,
PW-N1,1,b,w,NA,NA,NA,NA,NA,4/04/2019,NA,60,1/07/2019,o,54,23/09/2019,o,106,17/02/2020,o,57,3/08/2020,o,130,18/01/2021,o,148,15/06/2021,o,,
PW-N2,1,b,w,NA,NA,NA,NA,NA,4/04/2019,NA,49,1/07/2019,o,55,23/09/2019,o,39,17/02/2020,o,100,3/08/2020,o,143,18/01/2021,o,83,15/06/2021,o,,
PW-N3,1,b,w,NA,NA,NA,NA,NA,10/04/2019,NA,78,28/06/2019,o,81,24/09/2019,o,146,19/02/2020,o,156,4/08/2020,o,169,20/01/2021,o,110,16/06/2021,o,,
PW-N4,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,28/06/2019,NA,33,24/09/2019,o,134,21/02/2020,o,92,6/08/2020,o,110,21/01/2021,o,106,18/06/2021,o,,
PW-N5,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,28/06/2019,NA,43,24/09/2019,o,110,21/02/2020,o,76,6/08/2020,o,83,21/01/2021,o,148,18/06/2021,o,,
PW-S10-C1,1,r,w,20/07/2018,81,4/12/2018,o,NA,4/12/2018,NA,90,25/06/2019,o,81,24/09/2019,o,150,21/02/2020,o,53,6/08/2020,o,87,21/01/2021,o,148,18/06/2021,o,,
PW-S10-C2,1,r,w,NA,NA,NA,NA,NA,NA,NA,NA,25/06/2019,NA,54,24/09/2019,o,148,21/02/2020,o,121,6/08/2020,o,107,21/01/2021,o,148,18/06/2021,o,,
PW-S10-C3,1,r,w,20/07/2018,118,4/12/2018,o,NA,4/12/2018,NA,148,25/06/2019,o,91,24/09/2019,o,150,21/02/2020,o,135,6/08/2020,o,168,21/01/2021,o,148,18/06/2021,o,,
PW-S10-C4,1,r,w,NA,NA,NA,NA,NA,4/12/2018,NA,89,26/06/2019,o,51,24/09/2019,o,48,21/02/2020,o,104,6/08/2020,o,61,21/01/2021,o,148,18/06/2021,o,,
PW-S10-C5,1,r,w,NA,NA,NA,NA,NA,4/12/2018,NA,112,26/06/2019,o,90,24/09/2019,o,129,21/02/2020,o,167,6/08/2020,o,97,21/01/2021,o,148,18/06/2021,o,,
PW-S1-C1,1,r,w,17/07/2018,100,14/11/2018,o,60,4/04/2019,o,35,1/07/2019,o,38,23/09/2019,o,74,17/02/2020,o,40,3/08/2020,o,143,18/01/2021,o,102,15/06/2021,o,,
PW-S1-C2,1,r,w,NA,NA,14/11/2018,NA,88,4/04/2019,o,61,1/07/2019,o,68,23/09/2019,o,146,17/02/2020,o,92,3/08/2020,o,167,18/01/2021,o,148,15/06/2021,o,,
PW-S1-C3,1,r,w,17/07/2018,96,14/11/2018,o,103,4/04/2019,o,76,1/07/2019,o,84,23/09/2019,o,142,17/02/2020,o,134,3/08/2020,o,166,18/01/2021,l,148,15/06/2021,o,,
PW-S1-C4,1,r,w,17/07/2018,120,14/11/2018,o,118,4/04/2019,o,88,1/07/2019,o,62,23/09/2019,o,55,17/02/2020,o,52,3/08/2020,o,168,18/01/2021,o,148,15/06/2021,o,,
PW-S1-C5,1,r,w,17/07/2018,120,14/11/2018,o,112,4/04/2019,o,88,1/07/2019,o,84,23/09/2019,o,145,17/02/2020,o,114,3/08/2020,o,165,18/01/2021,o,147,15/06/2021,l,,
PW-S2-C1,1,r,w,17/07/2018,84,14/11/2018,o,71,4/04/2019,o,60,1/07/2019,o,57,23/09/2019,o,139,17/02/2020,o,97,3/08/2020,o,168,18/01/2021,o,148,15/06/2021,o,,
PW-S2-C2,1,r,w,17/07/2018,96,14/11/2018,o,85,4/04/2019,o,59,1/07/2019,o,60,23/09/2019,o,147,17/02/2020,o,100,3/08/2020,o,81,18/01/2021,o,147,15/06/2021,o,,
PW-S2-C3,1,r,w,17/07/2018,95,14/11/2018,o,78,4/04/2019,o,61,1/07/2019,o,65,23/09/2019,o,60,17/02/2020,o,30,3/08/2020,o,168,18/01/2021,o,148,15/06/2021,o,,
PW-S2-C4,1,r,w,17/07/2018,120,14/11/2018,h,121,4/04/2019,h,88,1/07/2019,o,84,23/09/2019,o,142,17/02/2020,o,95,3/08/2020,o,164,18/01/2021,h,51,15/06/2021,h,,
PW-S2-C5,1,r,w,17/07/2018,96,14/11/2018,h,87,4/04/2019,h,73,1/07/2019,h,64,23/09/2019,o,147,17/02/2020,o,110,3/08/2020,o,25,18/01/2021,o,148,15/06/2021,o,,
PW-S3-C1,1,r,w,17/07/2018,100,14/11/2018,h,95,4/04/2019,o,73,1/07/2019,o,74,23/09/2019,o,126,17/02/2020,c,72,3/08/2020,o,168,18/01/2021,o,148,15/06/2021,o,,
PW-S3-C2,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/02/2020,NA,136,3/08/2020,o,57,18/01/2021,o,148,15/06/2021,o,,
PW-S3-C3,1,r,w,NA,NA,NA,NA,NA,NA,NA,NA,1/07/2019,NA,72,23/09/2019,o,141,17/02/2020,o,73,3/08/2020,o,22,18/01/2021,o,32,15/06/2021,o,,
PW-S3-C4,1,r,w,NA,NA,NA,NA,NA,NA,NA,NA,1/07/2019,NA,43,23/09/2019,o,147,17/02/2020,c,168,3/08/2020,o,100,18/01/2021,o,148,15/06/2021,o,,
PW-S3-C5,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23/09/2019,NA,53,17/02/2020,o,78,3/08/2020,o,142,18/01/2021,o,127,15/06/2021,o,,
PW-S4-C1,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/08/2020,NA,118,20/01/2021,o,95,16/06/2021,o,,
PW-S4-C2,1,r,w,NA,NA,19/11/2018,NA,107,10/04/2019,o,79,28/06/2019,o,76,23/09/2019,o,147,19/02/2020,c,67,4/08/2020,o,169,20/01/2021,o,147,16/06/2021,o,,
PW-S4-C3,1,r,w,NA,NA,19/11/2018,NA,51,10/04/2019,o,66,28/06/2019,o,72,23/09/2019,c,147,19/02/2020,c,90,4/08/2020,c,112,20/01/2021,o,147,16/06/2021,o,,
PW-S4-C4,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23/09/2019,NA,39,19/02/2020,o,72,4/08/2020,o,136,20/01/2021,o,138,16/06/2021,o,,
PW-S4-C5,1,r,w,19/07/2018,121,19/11/2018,o,109,10/04/2019,o,72,28/06/2019,o,76,23/09/2019,o,148,19/02/2020,c,151,4/08/2020,o,169,20/01/2021,o,108,16/06/2021,o,,
PW-S5-C1,1,r,w,NA,NA,19/11/2018,NA,85,10/04/2019,l,48,28/06/2019,o,44,24/09/2019,o,144,19/02/2020,o,115,4/08/2020,o,163,20/01/2021,o,147,16/06/2021,o,,
PW-S5-C2,1,r,w,19/07/2018,93,19/11/2018,o,77,10/04/2019,o,67,28/06/2019,o,51,24/09/2019,o,120,19/02/2020,o,115,4/08/2020,o,169,20/01/2021,o,147,16/06/2021,o,,
PW-S5-C3,1,r,w,19/07/2018,54,19/11/2018,o,10,10/04/2019,o,67,28/06/2019,o,48,23/09/2019,o,136,19/02/2020,o,100,4/08/2020,o,167,20/01/2021,o,147,16/06/2021,o,,
PW-S5-C4,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23/09/2019,NA,144,19/02/2020,o,95,4/08/2020,o,169,20/01/2021,o,147,16/06/2021,o,,
PW-S5-C5,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/08/2020,NA,NA,NA,NA,NA,16/06/2021,NA,,
PW-S6-C1,1,r,w,19/07/2018,110,19/11/2018,o,108,10/04/2019,o,60,28/06/2019,o,65,24/09/2019,o,146,19/02/2020,c,76,4/08/2020,c,68,20/01/2021,o,147,16/06/2021,o,,
PW-S6-C2,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19/02/2020,NA,106,4/08/2020,o,27,20/01/2021,o,147,16/06/2021,o,,
PW-S6-C3,1,r,w,19/07/2018,123,19/11/2018,o,110,10/04/2019,o,79,28/06/2019,o,88,24/09/2019,o,147,19/02/2020,o,98,4/08/2020,o,169,20/01/2021,o,147,16/06/2021,o,,
PW-S6-C4,1,r,w,NA,NA,19/11/2018,NA,106,10/04/2019,o,69,28/06/2019,o,28,24/09/2019,o,142,19/02/2020,o,93,4/08/2020,o,169,20/01/2021,o,147,16/06/2021,o,,
PW-S6-C5,1,r,w,19/07/2018,103,19/11/2018,o,85,10/04/2019,o,72,28/06/2019,o,65,24/09/2019,o,135,19/02/2020,o,56,4/08/2020,o,97,20/01/2021,o,107,16/06/2021,o,,
PW-S7-C1,1,r,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24/09/2019,NA,139,19/02/2020,o,130,4/08/2020,o,169,20/01/2021,o,91,16/06/2021,o,,
PW-S7-C2,1,r,w,NA,NA,19/11/2018,NA,100,10/04/2019,o,73,28/06/2019,o,40,24/09/2019,o,148,19/02/2020,o,89,4/08/2020,o,169,20/01/2021,o,147,16/06/2021,o,,
PW-S7-C3,1,r,w,NA,NA,19/11/2018,NA,77,10/04/2019,o,57,28/06/2019,o,NA,24/09/2019,NA,143,19/02/2020,o,53,4/08/2020,o,169,20/01/2021,o,147,16/06/2021,o,,
PW-S7-C4,1,r,i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/01/2021,NA,147,16/06/2021,o,,
PW-S7-C5,1,r,w,NA,NA,19/11/2018,NA,89,10/04/2019,o,67,26/06/2019,o,55,24/09/2019,o,148,19/02/2020,o,89,4/08/2020,o,169,20/01/2021,o,147,16/06/2021,o,,
PW-S8-C1,1,r,w,16/07/2018,91,4/12/2018,o,NA,4/12/2018,NA,84,25/06/2019,o,71,25/09/2019,c,149,21/02/2020,o,100,4/08/2020,o,165,21/01/2021,o,146,16/06/2021,o,,
PW-S8-C2,1,r,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21/02/2020,NA,116,4/08/2020,o,170,21/01/2021,o,146,16/06/2021,o,,
PW-S8-C3,1,r,w,NA,NA,NA,NA,NA,NA,NA,NA,25/06/2019,NA,67,25/09/2019,c,143,21/02/2020,o,79,4/08/2020,c,170,21/01/2021,o,146,16/06/2021,o,,
PW-S8-C4,1,r,w,NA,NA,NA,NA,NA,NA,NA,NA,25/06/2019,NA,55,25/09/2019,o,147,21/02/2020,o,106,4/08/2020,o,104,21/01/2021,o,137,16/06/2021,o,,
PW-S8-C5,1,r,w,16/07/2018,108,4/12/2018,o,NA,4/12/2018,NA,88,25/06/2019,o,92,25/09/2019,o,144,21/02/2020,o,112,4/08/2020,o,168,21/01/2021,o,146,16/06/2021,o,,
PW-S9-C1,1,r,w,NA,NA,NA,NA,NA,4/12/2018,NA,75,26/06/2019,o,65,24/09/2019,o,141,21/02/2020,o,101,6/08/2020,o,152,21/01/2021,h,149,18/06/2021,o,,
PW-S9-C2,1,r,w,16/07/2018,68,4/12/2018,o,NA,4/12/2018,NA,83,26/06/2019,o,85,24/09/2019,o,144,21/02/2020,o,97,6/08/2020,o,131,21/01/2021,o,9,18/06/2021,o,,
PW-S9-C3,1,r,w,16/07/2018,96,4/12/2018,o,NA,4/12/2018,NA,87,26/06/2019,o,63,24/09/2019,o,150,21/02/2020,o,118,6/08/2020,o,111,21/01/2021,o,136,18/06/2021,o,,
PW-S9-C4,1,r,w,16/07/2018,26,4/12/2018,o,NA,4/12/2018,NA,1,26/06/2019,o,30,24/09/2019,o,149,21/02/2020,o,128,6/08/2020,o,115,21/01/2021,o,148,18/06/2021,o,,
PW-S9-C5,1,r,w,16/07/2018,95,4/12/2018,o,NA,4/12/2018,NA,80,26/06/2019,o,78,24/09/2019,o,150,21/02/2020,o,97,6/08/2020,o,117,21/01/2021,o,148,18/06/2021,o,,
SV-N1,1,b,w,NA,NA,NA,NA,NA,11/04/2019,NA,67,2/07/2019,o,73,26/09/2019,o,145,18/02/2020,o,123,5/08/2020,o,167,19/01/2021,o,149,17/06/2021,o,,
SV-N2,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,24/06/2019,NA,63,25/09/2019,o,149,21/02/2020,o,110,6/08/2020,o,103,27/01/2021,o,141,17/06/2021,o,,
SV-N3,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,3/07/2019,NA,50,27/09/2019,o,146,20/02/2020,o,98,7/08/2020,o,146,22/01/2021,o,142,21/06/2021,o,,
SV-N4,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,5/07/2019,NA,58,25/09/2019,o,146,18/02/2020,o,138,5/08/2020,o,167,19/01/2021,l,149,17/06/2021,o,,
SV-N5,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,5/08/2019,NA,53,27/09/2019,o,122,20/02/2020,o,84,11/08/2020,o,40,22/01/2021,o,138,21/06/2021,o,,
SV-S10-C1,1,r,w,NA,NA,NA,NA,NA,3/12/2018,NA,98,24/06/2019,o,77,25/09/2019,o,137,21/02/2020,o,131,6/08/2020,o,75,27/01/2021,o,142,18/06/2021,o,,
SV-S10-C2,1,r,w,NA,NA,NA,NA,NA,3/12/2018,NA,84,24/06/2019,o,60,25/09/2019,o,143,21/02/2020,o,104,6/08/2020,o,139,27/01/2021,o,142,18/06/2021,o,,
SV-S10-C3,1,r,i,NA,NA,NA,NA,NA,NA,NA,NA,24/06/2019,NA,93,25/09/2019,o,148,21/02/2020,o,166,6/08/2020,o,170,27/01/2021,o,141,18/06/2021,o,,
SV-S10-C4,1,r,i,NA,NA,NA,NA,NA,NA,NA,NA,24/06/2019,NA,93,25/09/2019,c,147,21/02/2020,c,167,6/08/2020,o,174,27/01/2021,o,141,17/06/2021,o,,
SV-S10-C5,1,r,w,NA,NA,NA,NA,NA,NA,NA,NA,24/06/2019,NA,93,25/09/2019,o,147,21/02/2020,o,127,6/08/2020,o,151,27/01/2021,o,141,18/06/2021,o,,
SV-S1-C1,1,r,w,26/07/2018,89,15/11/2018,o,87,3/04/2019,o,58,3/07/2019,o,58,27/09/2019,o,146,20/02/2020,c,118,11/08/2020,o,101,22/01/2021,o,150,21/06/2021,o,,
SV-S1-C2,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/08/2020,NA,142,22/01/2021,o,150,21/06/2021,o,,
SV-S1-C3,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/02/2020,NA,9,7/08/2020,o,166,22/01/2021,o,150,21/06/2021,o,,
SV-S1-C4,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/08/2020,NA,64,22/01/2021,o,150,21/06/2021,o,,
SV-S1-C5,1,r,w,26/07/2018,112,15/11/2018,o,97,3/04/2019,o,74,3/07/2019,o,84,27/09/2019,o,141,20/02/2020,o,83,11/08/2020,o,138,22/01/2021,o,150,21/06/2021,o,,
SV-S2-C1,1,r,w,26/07/2018,111,15/11/2018,o,NA,15/11/2018,NA,48,3/07/2019,o,80,27/09/2019,o,85,20/02/2020,o,161,7/08/2020,o,103,22/01/2021,o,112,21/06/2021,o,,
SV-S2-C2,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/08/2020,NA,NA,NA,NA,NA,21/06/2021,NA,,
SV-S2-C3,1,r,w,26/07/2018,93,15/11/2018,o,NA,15/11/2018,NA,87,3/07/2019,o,67,27/09/2019,o,143,20/02/2020,o,107,7/08/2020,o,138,22/01/2021,o,150,21/06/2021,o,,
SV-S2-C4,1,r,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27/09/2019,NA,145,20/02/2020,o,132,7/08/2020,c,57,22/01/2021,o,150,21/06/2021,o,,
SV-S2-C5,1,r,w,NA,NA,NA,NA,NA,15/11/2018,NA,72,5/08/2019,o,53,27/09/2019,o,116,20/02/2020,o,61,7/08/2020,o,59,22/01/2021,o,150,21/06/2021,o,,
SV-S3-C1,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/08/2020,NA,NA,NA,NA,NA,21/06/2021,NA,,
SV-S3-C2,1,r,w,26/07/2018,57,15/11/2018,o,NA,15/11/2018,NA,75,5/08/2019,o,1,27/09/2019,o,143,20/02/2020,o,121,11/08/2020,o,126,22/01/2021,o,120,21/06/2021,o,,
SV-S3-C3,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/08/2020,NA,167,22/01/2021,o,150,21/06/2021,o,,
SV-S3-C4,1,r,w,NA,NA,NA,NA,NA,15/11/2018,NA,75,5/08/2019,o,42,27/09/2019,o,116,20/02/2020,o,101,7/08/2020,o,111,22/01/2021,l,144,21/06/2021,o,,
SV-S3-C5,1,r,w,NA,NA,NA,NA,NA,15/11/2018,NA,83,5/08/2019,o,52,27/09/2019,o,145,20/02/2020,o,113,7/08/2020,o,108,22/01/2021,o,77,21/06/2021,o,,
SV-S4-C1,1,r,w,26/07/2018,86,15/11/2018,o,NA,15/11/2018,NA,79,5/08/2019,o,27,27/09/2019,o,146,20/02/2020,o,122,7/08/2020,o,105,22/01/2021,o,129,21/06/2021,h,,
SV-S4-C2,1,r,w,26/07/2018,94,15/11/2018,o,NA,15/11/2018,NA,82,5/08/2019,o,53,27/09/2019,o,87,20/02/2020,o,87,7/08/2020,o,79,22/01/2021,o,146,21/06/2021,o,,
SV-S4-C3,1,r,w,NA,NA,NA,NA,NA,15/11/2018,NA,79,5/08/2019,o,NA,5/08/2019,NA,52,20/02/2020,o,47,11/08/2020,o,162,22/01/2021,o,150,21/06/2021,o,,
SV-S4-C4,1,r,w,26/07/2018,87,15/11/2018,o,NA,15/11/2018,NA,106,5/08/2019,o,35,27/09/2019,o,3,20/02/2020,o,2,11/08/2020,o,125,22/01/2021,l,150,21/06/2021,o,,
SV-S4-C5,1,r,w,26/07/2018,105,15/11/2018,o,NA,15/11/2018,NA,94,5/08/2019,o,NA,27/09/2019,NA,21,20/02/2020,o,6,11/08/2020,o,164,22/01/2021,o,150,21/06/2021,o,,
SV-S5-C1,1,r,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26/09/2019,NA,128,18/02/2020,o,142,5/08/2020,o,167,19/01/2021,o,149,17/06/2021,o,,
SV-S5-C2,1,r,w,NA,NA,20/11/2018,NA,104,11/04/2019,o,69,2/07/2019,o,86,26/09/2019,o,143,18/02/2020,o,128,5/08/2020,o,167,19/01/2021,o,149,17/06/2021,o,,
SV-S5-C3,1,r,w,23/07/2018,104,20/11/2018,l,86,11/04/2019,o,58,2/07/2019,o,64,26/09/2019,o,144,18/02/2020,o,143,5/08/2020,o,167,19/01/2021,o,148,17/06/2021,o,,
